Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Comp,Unnamed: 6_level_0_Age,Unnamed: 7_level_0_Born,Unnamed: 8_level_0_90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Unnamed: 25_level_0_Matches
2211,Amine Salama,fr FRA,FW,Reims,fr Ligue 1,24-234,2000,4.1,8,1.93,5,0,0,2,0,1,0,0.00,0,0,0,0,0,0,Matches
2212,Jan Salas,es ESP,MF,Mallorca,es La Liga,19-211,2005,0.2,1,4.74,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
2213,Kike Salas,es ESP,DF,Sevilla,es La Liga,22-320,2002,14.4,15,1.04,12,0,0,3,0,0,4,0.28,4,0,0,0,0,0,Matches
2214,Manolis Saliakas,gr GRE,"MF,DF",St. Pauli,de Bundesliga,28-178,1996,17.1,46,2.69,33,8,1,2,2,0,3,0.18,2,0,0,0,1,0,Matches
2215,William Saliba,fr FRA,DF,Arsenal,eng Premier League,23-350,2001,24.3,18,0.74,17,0,0,0,0,1,1,0.04,1,0,0,0,0,0,Matches
2216,Mohammed Salisu,gh GHA,DF,Monaco,fr Ligue 1,25-326,1999,11.3,14,1.24,11,0,0,2,0,1,1,0.09,1,0,0,0,0,0,Matches
2217,Roland Sallai,hu HUN,"FW,MF",Freiburg,de Bundesliga,27-291,1997,0.5,3,5.87,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2218,Yoann Salmier,gf GUF,DF,Le Havre,fr Ligue 1,32-108,1992,8.9,3,0.34,3,0,0,0,0,0,1,0.11,1,0,0,0,0,0,Matches
2219,Lazar Samardzic,rs SRB,"MF,FW",Atalanta,it Serie A,23-013,2002,10.7,67,6.26,40,12,8,6,0,1,6,0.56,5,0,0,1,0,0,Matches
2220,Diadie Samassékou,ml MLI,MF,Hoffenheim,de Bundesliga,29-057,1996,3.2,4,1.25,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
2221,Mama Samba Baldé,gw GNB,FW,Lyon,fr Ligue 1,29-123,1995,0.4,1,2.73,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
2222,Mama Samba Baldé,gw GNB,FW,Brest,fr Ligue 1,29-123,1995,11.0,39,3.55,27,0,3,2,5,2,5,0.45,4,0,0,0,1,0,Matches
2223,Brice Samba,fr FRA,GK,Rennes,fr Ligue 1,30-318,1994,8.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2224,Brice Samba,fr FRA,GK,Lens,fr Ligue 1,30-318,1994,15.0,4,0.27,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2225,Albert Sambi Lokonga,be BEL,MF,Sevilla,es La Liga,25-138,1999,12.4,21,1.69,21,0,0,0,0,0,2,0.16,2,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
2226,Junior Sambia,fr FRA,"FW,DF",Empoli,it Serie A,28-183,1996,1.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2227,Chuky san jose,es ESP,"MF,FW",Valladolid,es La Liga,20-314,2004,3.5,6,1.70,3,2,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
2228,Antonio Sanabria,py PAR,FW,Torino,it Serie A,29-005,1996,12.5,19,1.53,13,1,0,2,3,0,3,0.24,1,1,0,0,1,0,Matches
2229,Oihan Sancet,es ESP,MF,Athletic Club,es La Liga,24-318,2000,15.0,40,2.67,31,0,4,4,1,0,7,0.47,4,0,1,2,0,0,Matches
2230,Alexis Sánchez,cl CHI,FW,Udinese,it Serie A,36-080,1988,3.4,13,3.84,9,0,0,2,2,0,0,0.00,0,0,0,0,0,0,Matches
2231,Antonio Sánchez,es ESP,"MF,DF",Mallorca,es La Liga,28-067,1997,9.9,12,1.21,9,2,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
2232,Iván Sánchez,es ESP,"MF,FW",Valladolid,es La Liga,32-167,1992,10.3,35,3.42,23,5,2,0,4,1,4,0.39,4,0,0,0,0,0,Matches
2233,Javi Sánchez,es ESP,DF,Valladolid,es La Liga,27-360,1997,18.4,12,0.65,11,0,0,1,0,0,1,0.05,0,0,0,1,0,0,Matches
2234,Juanlu Sánchez,es ESP,"MF,DF",Sevilla,es La Liga,21-206,2003,12.2,22,1.80,20,0,0,2,0,0,3,0.25,3,0,0,0,0,0,Matches
2235,Manu Sánchez,es ESP,DF,Alavés,es La Liga,24-197,2000,19.7,29,1.47,19,3,0,5,2,0,2,0.10,1,0,0,1,0,0,Matches
2236,Robert Sánchez,es ESP,GK,Chelsea,eng Premier League,27-111,1997,21.0,4,0.19,3,1,0,0,0,0,2,0.10,1,1,0,0,0,0,Matches
2237,Jadon Sancho,eng ENG,FW,Chelsea,eng Premier League,24-349,2000,14.1,50,3.56,45,0,3,0,2,0,9,0.64,8,0,0,0,1,0,Matches
2238,Philipp Sander,de GER,MF,Gladbach,de Bundesliga,27-016,1998,12.9,23,1.78,15,4,1,3,0,0,1,0.08,1,0,0,0,0,0,Matches
2239,James Sands,us USA,"MF,DF",St. Pauli,de Bundesliga,24-246,2000,5.0,7,1.39,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2240,Leroy Sané,de GER,FW,Bayern Munich,de Bundesliga,29-057,1996,12.3,52,4.22,37,1,4,3,5,2,7,0.57,6,0,0,0,0,1,Matches
2241,Arouna Sangante,sn SEN,DF,Le Havre,fr Ligue 1,22-331,2002,8.8,11,1.25,9,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2242,Ibrahim Sangaré,ci CIV,MF,Nott'ham Forest,eng Premier League,27-097,1997,3.0,4,1.31,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
2243,Nhoa Sangui,fr FRA,"DF,MF",Reims,fr Ligue 1,19-010,2006,10.5,13,1.24,11,2,0,0,0,0,3,0.29,2,1,0,0,0,0,Matches
2244,Maroan Sannadi,es ESP,FW,Athletic Club,es La Liga,24-036,2001,2.0,8,4.00,4,0,2,2,0,0,0,0.00,0,0,0,0,0,0,Matches
2245,Kaishu Sano,jp JPN,MF,Mainz 05,de Bundesliga,24-069,2000,24.8,48,1.93,41,0,1,2,2,2,5,0.20,4,0,0,0,0,1,Matches
2246,Nicola Sansone,it ITA,"MF,FW",Lecce,it Serie A,33-180,1991,0.7,5,6.92,3,1,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
2247,Baptiste Santamaria,fr FRA,MF,Nice,fr Ligue 1,30-000,1995,5.7,10,1.77,6,0,0,3,1,0,1,0.18,1,0,0,0,0,0,Matches
2248,Baptiste Santamaria,fr FRA,MF,Rennes,fr Ligue 1,30-000,1995,5.4,10,1.87,8,1,0,0,1,0,2,0.37,1,0,0,0,1,0,Matches
2249,Jesús Santiago,es ESP,MF,Getafe,es La Liga,20-288,2004,3.5,4,1.14,2,1,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
2250,Andrey Santos,br BRA,MF,Strasbourg,fr Ligue 1,20-310,2004,21.7,40,1.84,31,0,1,1,2,5,3,0.14,1,0,0,0,1,1,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
2251,Kauã Santos,br BRA,GK,Eint Frankfurt,de Bundesliga,21-332,2003,4.5,1,0.22,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2252,Tiago Santos,pt POR,DF,Lille,fr Ligue 1,22-229,2002,4.5,16,3.56,14,0,1,0,1,0,3,0.67,2,0,0,0,1,0,Matches
2253,Pablo Sarabia,es ESP,"MF,FW",Wolves,eng Premier League,32-302,1992,6.0,17,2.82,12,4,1,0,0,0,2,0.33,1,0,1,0,0,0,Matches
2254,Jeremy Sarmiento,ec ECU,MF,Brighton,eng Premier League,22-266,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2255,Amin Sarr,se SWE,FW,Hellas Verona,it Serie A,23-363,2001,11.9,29,2.44,25,0,2,2,0,0,2,0.17,1,0,0,1,0,0,Matches
2256,Ismaila Sarr,sn SEN,"MF,FW",Crystal Palace,eng Premier League,27-012,1998,21.4,88,4.10,62,0,6,7,13,0,8,0.37,5,0,1,0,2,0,Matches
2257,Malang Sarr,fr FRA,DF,Lens,fr Ligue 1,26-045,1999,11.3,11,0.98,11,0,0,0,0,0,1,0.09,1,0,0,0,0,0,Matches
2258,Mamadou Sarr,fr FRA,DF,Strasbourg,fr Ligue 1,19-192,2005,17.5,9,0.51,7,0,0,2,0,0,1,0.06,0,0,0,1,0,0,Matches
2259,Martin Satriano,uy URU,"FW,DF",Lens,fr Ligue 1,24-017,2001,0.5,1,2.14,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2260,Razvan Sava,ro ROU,GK,Udinese,it Serie A,22-261,2002,12.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2261,Téji Savanier,fr FRA,MF,Montpellier,fr Ligue 1,33-077,1991,21.9,109,4.99,63,28,3,4,7,4,7,0.32,4,2,0,0,1,0,Matches
2262,Sávio,br BRA,"FW,MF",Manchester City,eng Premier League,20-333,2004,16.7,94,5.61,67,2,13,4,7,1,14,0.84,9,0,2,1,1,1,Matches
2263,Nicolò Savona,it ITA,DF,Juventus,it Serie A,21-355,2003,15.6,27,1.73,25,1,1,0,0,0,2,0.13,2,0,0,0,0,0,Matches
2264,Saba Sazonov,ge GEO,DF,Torino,it Serie A,23-036,2002,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2265,Joe Scally,us USA,DF,Gladbach,de Bundesliga,22-068,2002,21.3,21,0.98,17,1,0,1,1,1,2,0.09,2,0,0,0,0,0,Matches
2266,Giorgio Scalvini,it ITA,DF,Atalanta,it Serie A,21-088,2003,3.0,1,0.33,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2267,Gianluca Scamacca,it ITA,FW,Atalanta,it Serie A,26-067,1999,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2268,Oliver Scarles,eng ENG,DF,West Ham,eng Premier League,19-087,2005,3.5,2,0.57,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2269,Dane Scarlett,eng ENG,FW,Tottenham,eng Premier League,20-350,2004,0.3,1,3.10,1,0,0,0,0,0,1,3.10,1,0,0,0,0,0,Matches
2270,Kevin Schade,de GER,FW,Brentford,eng Premier League,23-102,2001,16.6,35,2.11,20,4,3,4,3,1,8,0.48,5,0,0,3,0,0,Matches
2271,András Schäfer,hu HUN,MF,Union Berlin,de Bundesliga,25-330,1999,9.7,20,2.05,13,0,1,1,5,0,3,0.31,2,0,1,0,0,0,Matches
2272,Fabian Schär,ch SUI,DF,Newcastle Utd,eng Premier League,33-079,1991,21.8,18,0.83,13,0,1,0,2,2,2,0.09,2,0,0,0,0,0,Matches
2273,Patrik Schick,cz CZE,FW,Leverkusen,de Bundesliga,29-044,1996,11.9,26,2.18,17,0,3,2,4,0,0,0.00,0,0,0,0,0,0,Matches
2274,Stefan Schimmer,de GER,"FW,MF",Heidenheim,de Bundesliga,30-315,1994,2.5,4,1.61,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
2275,Joël Schingtienne,be BEL,DF,Venezia,it Serie A,22-209,2002,5.7,3,0.53,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
2276,Xaver Schlager,at AUT,MF,RB Leipzig,de Bundesliga,27-162,1997,2.0,2,0.99,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2277,Keven Schlotterbeck,de GER,DF,Augsburg,de Bundesliga,27-315,1997,13.1,21,1.61,17,0,1,2,0,1,2,0.15,2,0,0,0,0,0,Matches
2278,Nico Schlotterbeck,de GER,DF,Dortmund,de Bundesliga,25-098,1999,20.0,42,2.10,37,1,1,1,1,1,4,0.20,4,0,0,0,0,0,Matches
2279,Jeffrey Schlupp,gh GHA,"MF,DF",Crystal Palace,eng Premier League,32-076,1992,1.1,7,6.06,5,0,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches
2280,Romano Schmid,at AUT,MF,Werder Bremen,de Bundesliga,25-041,2000,22.7,104,4.57,77,9,4,8,5,1,10,0.44,9,0,0,1,0,0,Matches
2281,Niklas Schmidt,de GER,MF,Toulouse,fr Ligue 1,27-008,1998,2.3,12,5.27,6,4,0,2,0,0,1,0.44,1,0,0,0,0,0,Matches
2282,Jan Schöppner,de GER,MF,Heidenheim,de Bundesliga,25-270,1999,20.9,38,1.81,27,1,3,5,1,1,3,0.14,2,0,0,1,0,0,Matches
2283,Marvin Schulz,de GER,"DF,MF",Holstein Kiel,de Bundesliga,30-053,1995,3.0,8,2.62,5,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2284,Alexander Schwolow,de GER,GK,Union Berlin,de Bundesliga,32-280,1992,5.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2285,Léo Scienza,br BRA,"FW,MF",Heidenheim,de Bundesliga,26-177,1998,10.9,71,6.48,28,18,9,3,13,0,5,0.46,3,1,0,0,1,0,Matches
2286,Alex Scott,eng ENG,MF,Bournemouth,eng Premier League,21-200,2003,4.0,16,3.99,13,0,0,0,1,2,2,0.50,2,0,0,0,0,0,Matches
2287,Simone Scuffet,it ITA,GK,Cagliari,it Serie A,28-282,1996,13.0,2,0.15,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2288,Jérémy Sebas,mq MTQ,"FW,MF",Strasbourg,fr Ligue 1,21-329,2003,2.1,4,1.91,2,0,2,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2289,Aleksandar Sedlar,rs SRB,DF,Alavés,es La Liga,33-086,1991,4.7,1,0.21,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2290,Jacopo Seghetti,it ITA,GK,Empoli,it Serie A,20-020,2005,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2291,Alidu Seidu,gh GHA,DF,Rennes,fr Ligue 1,24-278,2000,8.9,12,1.34,8,2,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches
2292,Nicolas Seiwald,at AUT,"DF,MF",RB Leipzig,de Bundesliga,23-309,2001,14.5,31,2.13,24,7,0,0,0,0,2,0.14,2,0,0,0,0,0,Matches
2293,Hiroki Sekine,jp JPN,DF,Reims,fr Ligue 1,22-210,2002,2.5,6,2.36,5,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
2294,Matz Sels,be BEL,GK,Nott'ham Forest,eng Premier League,33-011,1992,28.0,5,0.18,2,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2295,Nélson Semedo,pt POR,DF,Wolves,eng Premier League,31-113,1993,22.8,45,1.97,32,1,7,1,2,2,6,0.26,6,0,0,0,0,0,Matches
2296,Antoine Semenyo,gh GHA,FW,Bournemouth,eng Premier League,25-061,2000,25.4,96,3.78,63,1,15,11,4,2,10,0.39,7,0,1,0,2,0,Matches
2297,Marvin Senaya,tg TOG,DF,Strasbourg,fr Ligue 1,24-040,2001,2.5,3,1.19,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
2298,Marcos Senesi,ar ARG,DF,Bournemouth,eng Premier League,27-303,1997,10.2,16,1.57,16,0,0,0,0,0,1,0.10,1,0,0,0,0,0,Matches
2299,Stefano Sensi,it ITA,MF,Monza,it Serie A,29-216,1995,2.3,7,2.97,6,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
2300,Suat Serdar,de GER,MF,Hellas Verona,it Serie A,27-332,1997,10.4,23,2.21,14,0,3,3,3,0,1,0.10,1,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
2301,Sergi,es ESP,DF,Leganés,es La Liga,32-323,1992,24.9,11,0.44,11,0,0,0,0,0,2,0.08,2,0,0,0,0,0,Matches
2302,Nicolás Serrano,es ESP,FW,Athletic Club,es La Liga,22-004,2003,1.2,2,1.61,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2303,Benjamin Šeško,si SVN,"FW,MF",RB Leipzig,de Bundesliga,21-282,2003,19.8,36,1.82,22,0,9,5,0,0,7,0.35,3,0,2,2,0,0,Matches
2304,Ryan Sessegnon,eng ENG,"DF,MF",Fulham,eng Premier League,24-295,2000,1.0,2,1.96,2,0,0,0,0,0,1,0.98,1,0,0,0,0,0,Matches
2305,Stephan El Shaarawy,it ITA,"DF,MF",Roma,it Serie A,32-133,1992,10.4,38,3.64,30,0,2,3,3,0,8,0.77,7,0,0,0,1,0,Matches
2306,Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,29-240,1995,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2307,Alen Sherri,al ALB,GK,Cagliari,it Serie A,27-084,1997,6.0,2,0.33,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2308,Eldor Shomurodov,uz UZB,FW,Roma,it Serie A,29-253,1995,5.2,16,3.06,13,0,0,3,0,0,5,0.96,5,0,0,0,0,0,Matches
2309,Djibril Sidibé,fr FRA,DF,Toulouse,fr Ligue 1,32-223,1992,14.9,25,1.68,25,0,0,0,0,0,4,0.27,4,0,0,0,0,0,Matches
2310,Armindo Sieb,de GER,"FW,MF",Mainz 05,de Bundesliga,22-020,2003,8.0,17,2.12,10,0,2,4,1,0,4,0.50,3,0,0,1,0,0,Matches
2311,Vincent Sierro,ch SUI,MF,Toulouse,fr Ligue 1,29-152,1995,17.7,47,2.65,29,14,0,2,1,1,3,0.17,3,0,0,0,0,0,Matches
2312,Tim Siersleben,de GER,DF,Heidenheim,de Bundesliga,25-000,2000,5.8,7,1.20,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2313,Zain Silcott-Duberry,ms MSR,FW,Bournemouth,eng Premier League,19-243,2005,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2314,Kiliann Sildillia,fr FRA,DF,Freiburg,de Bundesliga,22-297,2002,6.9,9,1.31,5,3,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
2315,André Silva,pt POR,FW,Werder Bremen,de Bundesliga,29-123,1995,3.4,10,2.97,7,0,0,2,1,0,1,0.30,1,0,0,0,0,0,Matches
2316,André Silva,pt POR,"FW,MF",RB Leipzig,de Bundesliga,29-123,1995,1.5,7,4.81,5,0,0,1,1,0,2,1.37,2,0,0,0,0,0,Matches
2317,Bernardo Silva,pt POR,"MF,FW",Manchester City,eng Premier League,30-211,1994,22.5,72,3.20,66,1,4,0,1,0,7,0.31,7,0,0,0,0,0,Matches
2318,Caio Henrique Oliveira Silva,br BRA,DF,Monaco,fr Ligue 1,27-221,1997,12.9,47,3.66,32,12,2,0,1,0,6,0.47,5,1,0,0,0,0,Matches
2319,Fábio Silva,pt POR,FW,Las Palmas,es La Liga,22-233,2002,14.9,28,1.88,20,0,2,2,3,1,3,0.20,2,0,0,1,0,0,Matches
2320,Jota Silva,pt POR,"FW,MF",Nott'ham Forest,eng Premier League,25-220,1999,7.9,27,3.40,20,0,1,3,3,0,3,0.38,2,0,0,0,1,0,Matches
2321,Eric da Silva Moreira,de GER,"MF,DF",Nott'ham Forest,eng Premier League,18-310,2006,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2322,Rui Silva,pt POR,GK,Betis,es La Liga,31-030,1994,15.0,5,0.33,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2323,Marco Silvestri,it ITA,GK,Empoli,it Serie A,34-007,1991,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2324,Abdallah Sima,sn SEN,"FW,MF",Brest,fr Ligue 1,23-265,2001,9.5,20,2.10,13,0,1,3,3,0,3,0.32,2,0,0,0,1,0,Matches
2325,Mohamed Simakan,fr FRA,DF,RB Leipzig,de Bundesliga,24-310,2000,0.6,3,5.00,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
2326,Giovanni Simeone,ar ARG,FW,Napoli,it Serie A,29-247,1995,4.0,11,2.77,8,0,1,1,1,0,2,0.50,1,0,0,1,0,0,Matches
2327,Giuliano Simeone,ar ARG,"MF,DF",Atlético Madrid,es La Liga,22-081,2002,12.4,30,2.41,25,0,2,2,1,0,4,0.32,4,0,0,0,0,0,Matches
2328,Moses Simon,ng NGA,"FW,MF",Nantes,fr Ligue 1,29-240,1995,20.1,90,4.48,45,17,20,4,3,1,10,0.50,6,1,2,1,0,0,Matches
2329,Unai Simón,es ESP,GK,Athletic Club,es La Liga,27-271,1997,9.0,2,0.22,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2330,Xavi Simons,nl NED,MF,RB Leipzig,de Bundesliga,21-322,2003,16.2,67,4.13,47,11,2,1,5,1,6,0.37,4,0,1,1,0,0,Matches
2331,Jahmai Simpson-Pusey,eng ENG,DF,Manchester City,eng Premier League,19-125,2005,1.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2332,Danel Sinani,lu LUX,"FW,MF",St. Pauli,de Bundesliga,27-338,1997,5.7,22,3.88,15,4,0,1,1,1,2,0.35,2,0,0,0,0,0,Matches
2333,Lassine Sinayoko,ml MLI,"FW,MF",Auxerre,fr Ligue 1,25-091,1999,17.8,72,4.03,52,0,6,8,5,1,12,0.67,6,0,1,1,4,0,Matches
2334,Wilfried Singo,ci CIV,DF,Monaco,fr Ligue 1,24-074,2000,14.3,13,0.91,10,1,0,1,0,1,2,0.14,1,0,0,0,0,1,Matches
2335,Luis Sinisterra,co COL,"FW,MF",Bournemouth,eng Premier League,25-265,1999,2.4,13,5.34,10,0,1,2,0,0,1,0.41,1,0,0,0,0,0,Matches
2336,Daley Sinkgraven,nl NED,DF,Las Palmas,es La Liga,29-248,1995,1.0,2,1.98,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2337,Tobias Sippel,de GER,GK,Gladbach,de Bundesliga,36-352,1988,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2338,Jailson Siqueira,br BRA,"DF,MF",Celta Vigo,es La Liga,29-183,1995,6.0,8,1.34,5,0,0,1,0,2,0,0.00,0,0,0,0,0,0,Matches
2339,Ayanda Sishuba,be BEL,FW,Rennes,fr Ligue 1,20-035,2005,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2340,Ibrahim Sissoko,ml MLI,FW,Saint-Étienne,fr Ligue 1,29-102,1995,9.0,20,2.23,9,0,1,4,4,2,1,0.11,1,0,0,0,0,0,Matches
2341,Ibrahima Sissoko,ml MLI,MF,Bochum,de Bundesliga,27-133,1997,21.8,45,2.06,35,0,2,1,4,3,3,0.14,2,0,0,0,1,0,Matches
2342,Niama Sissoko,ml MLI,"FW,MF",Reims,fr Ligue 1,19-083,2005,0.5,1,1.91,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
2343,Antonio Sivera,es ESP,GK,Alavés,es La Liga,28-210,1996,22.2,10,0.45,5,5,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2344,Tim Skarke,de GER,"FW,MF",Union Berlin,de Bundesliga,28-183,1996,9.2,27,2.94,21,0,1,3,2,0,2,0.22,1,0,0,1,0,0,Matches
2345,Ellyes Skhiri,tn TUN,MF,Eint Frankfurt,de Bundesliga,29-303,1995,17.1,37,2.17,31,0,0,2,0,4,5,0.29,3,0,0,1,0,1,Matches
2346,Oliver Skipp,eng ENG,MF,Leicester City,eng Premier League,24-174,2000,8.7,11,1.27,9,1,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
2347,Leo Skiri Østigård,no NOR,DF,Rennes,fr Ligue 1,25-101,1999,13.6,8,0.59,7,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
2348,Leo Skiri Østigård,no NOR,DF,Hoffenheim,de Bundesliga,25-101,1999,3.0,1,0.33,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2349,Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,33-308,1991,19.0,3,0.16,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2350,Andreas Skov Olsen,dk DEN,"MF,FW",Wolfsburg,de Bundesliga,25-070,1999,3.0,15,5.08,8,4,1,2,0,0,1,0.34,0,1,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
2351,Robert Skov,dk DEN,"DF,MF",Union Berlin,de Bundesliga,28-293,1996,9.5,37,3.90,20,13,1,2,1,0,5,0.53,4,0,1,0,0,0,Matches
2352,Milan Škriniar,sk SVK,DF,Paris S-G,fr Ligue 1,30-026,1995,4.2,6,1.41,5,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
2353,Steven Skrzybski,de GER,"FW,MF",Holstein Kiel,de Bundesliga,32-111,1992,7.9,27,3.44,19,2,2,3,1,0,2,0.25,1,1,0,0,0,0,Matches
2354,Naatan Skyttä,fi FIN,FW,Toulouse,fr Ligue 1,22-306,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2355,William Smallbone,ie IRL,MF,Southampton,eng Premier League,25-016,2000,6.2,15,2.43,11,3,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
2356,Adam Smith,eng ENG,DF,Bournemouth,eng Premier League,33-314,1991,11.5,12,1.04,8,1,1,0,1,1,1,0.09,0,0,0,0,1,0,Matches
2357,Eric Smith,se SWE,"DF,MF",St. Pauli,de Bundesliga,28-060,1997,22.4,47,2.10,21,23,0,2,0,1,1,0.04,1,0,0,0,0,0,Matches
2358,Justin Smith,ca CAN,MF,Espanyol,es La Liga,22-033,2003,2.3,2,0.86,2,0,0,0,0,0,1,0.43,1,0,0,0,0,0,Matches
2359,Emile Smith Rowe,eng ENG,MF,Fulham,eng Premier League,24-224,2000,18.4,61,3.32,46,0,3,7,2,3,11,0.60,9,0,1,0,0,1,Matches
2360,Ivan Smolčić,hr CRO,DF,Como,it Serie A,24-204,2000,4.6,6,1.30,4,1,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
2361,Eduard Sobol,ua UKR,DF,Strasbourg,fr Ligue 1,29-323,1995,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
