Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Comp,Unnamed: 6_level_0_Age,Unnamed: 7_level_0_Born,Unnamed: 8_level_0_90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Unnamed: 25_level_0_Matches
759,Tommy Doyle,eng ENG,MF,Wolves,eng Premier League,23-143,2001,5.4,17,3.14,11,4,1,1,0,0,3,0.55,2,0,1,0,0,0,Matches
760,Radu Drăgușin,ro ROU,DF,Tottenham,eng Premier League,23-034,2002,13.9,8,0.58,8,0,0,0,0,0,1,0.07,1,0,0,0,0,0,Matches
761,Patrick Drewes,de GER,GK,Bochum,de Bundesliga,32-033,1993,21.0,2,0.10,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
762,Tim Drexler,de GER,DF,Hoffenheim,de Bundesliga,20-003,2005,4.0,6,1.51,6,0,0,0,0,0,1,0.25,1,0,0,0,0,0,Matches
763,Domingos Duarte,pt POR,DF,Getafe,es La Liga,29-364,1995,10.0,3,0.30,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
764,Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,36-053,1989,10.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
765,Marvin Ducksch,de GER,FW,Werder Bremen,de Bundesliga,31-002,1994,19.9,65,3.27,42,21,0,2,0,0,9,0.45,8,1,0,0,0,0,Matches
766,Ondrej Duda,sk SVK,MF,Hellas Verona,it Serie A,30-094,1994,16.9,50,2.96,29,12,2,3,4,0,6,0.35,4,2,0,0,0,0,Matches
767,Duk,cv CPV,"MF,FW",Leganés,es La Liga,25-021,2000,0.5,3,5.51,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
768,Denzel Dumfries,nl NED,"DF,FW",Inter,it Serie A,28-325,1996,18.8,51,2.71,36,5,3,3,3,1,4,0.21,2,0,0,1,1,0,Matches
769,Alfred Duncan,gh GHA,MF,Venezia,it Serie A,31-364,1993,9.6,27,2.80,20,4,1,2,0,0,2,0.21,1,0,0,1,0,0,Matches
770,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,33-108,1991,17.4,16,0.92,14,0,0,2,0,0,3,0.17,2,0,0,1,0,0,Matches
771,Jáder Durán,co COL,FW,Aston Villa,eng Premier League,21-086,2003,7.1,18,2.54,9,0,0,4,3,2,1,0.14,0,0,0,0,0,1,Matches
772,Pablo Durán,es ESP,"FW,MF",Celta Vigo,es La Liga,23-288,2001,9.9,17,1.73,14,0,2,1,0,0,2,0.20,2,0,0,0,0,0,Matches
773,Julien Duranville,be BEL,"FW,MF",Dortmund,de Bundesliga,18-308,2006,2.9,7,2.39,3,0,0,0,4,0,1,0.34,0,0,0,0,1,0,Matches
774,Hugo Duro,es ESP,FW,Valencia,es La Liga,25-119,1999,18.8,26,1.38,19,0,1,3,3,0,3,0.16,1,0,0,1,1,0,Matches
775,Jean-Kevin Duverne,ht HAI,DF,Nantes,fr Ligue 1,27-240,1997,6.0,5,0.84,3,0,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
776,Paulo Dybala,ar ARG,"FW,MF",Roma,it Serie A,31-114,1993,15.6,84,5.38,47,19,1,6,11,0,8,0.51,5,1,0,0,2,0,Matches
777,Stefan Džodić,rs SRB,"DF,MF",Montpellier,fr Ligue 1,19-359,2005,2.1,2,0.95,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
778,Adam Dźwigała,pl POL,"DF,MF",St. Pauli,de Bundesliga,29-165,1995,2.1,2,0.94,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
779,Aron Dønnum,no NOR,"DF,MF",Toulouse,fr Ligue 1,26-323,1998,22.0,62,2.83,39,14,3,3,3,0,9,0.41,6,2,0,1,0,0,Matches
780,Enzo Ebosse,cm CMR,DF,Udinese,it Serie A,25-363,1999,1.0,3,3.00,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
781,Ederson,br BRA,GK,Manchester City,eng Premier League,31-204,1993,19.0,5,0.26,5,0,0,0,0,0,3,0.16,3,0,0,0,0,0,Matches
782,Éderson,br BRA,MF,Atalanta,it Serie A,25-245,1999,24.0,71,2.96,53,2,5,5,2,4,9,0.37,8,0,0,1,0,0,Matches
783,Noah Edjouma,fr FRA,"MF,FW",Toulouse,fr Ligue 1,19-156,2005,0.9,3,3.38,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
784,George Edmundson,eng ENG,DF,Ipswich Town,eng Premier League,27-190,1997,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
785,Odsonne Édouard,fr FRA,"MF,FW",Crystal Palace,eng Premier League,27-052,1998,1.3,1,0.78,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
786,Odsonne Édouard,fr FRA,FW,Leicester City,eng Premier League,27-052,1998,0.3,2,6.21,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
787,Samuel Edozie,eng ENG,"DF,FW",Southampton,eng Premier League,22-040,2003,0.7,4,5.54,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
788,Ronnie Edwards,eng ENG,DF,Southampton,eng Premier League,21-346,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
789,Johannes Eggestein,de GER,FW,St. Pauli,de Bundesliga,26-305,1998,20.0,42,2.10,35,0,0,4,2,1,4,0.20,4,0,0,0,0,0,Matches
790,Maximilian Eggestein,de GER,MF,Freiburg,de Bundesliga,28-091,1996,22.8,37,1.62,29,0,1,2,4,1,4,0.18,4,0,0,0,0,0,Matches
791,Kingsley Ehizibue,nl NED,DF,Udinese,it Serie A,29-288,1995,19.8,37,1.87,28,3,0,2,3,1,2,0.10,1,0,0,1,0,0,Matches
792,Chidera Ejuke,ng NGA,FW,Sevilla,es La Liga,27-066,1998,7.5,33,4.43,19,4,7,0,3,0,2,0.27,2,0,0,0,0,0,Matches
793,Jeff Ekhator,it ITA,"FW,MF",Genoa,it Serie A,18-118,2006,7.1,18,2.54,13,0,0,2,3,0,2,0.28,1,0,0,1,0,0,Matches
794,Hugo Ekitike,fr FRA,FW,Eint Frankfurt,de Bundesliga,22-262,2002,19.6,71,3.63,44,0,12,12,3,0,8,0.41,5,0,2,0,1,0,Matches
795,Jurgen Ekkelenkamp,nl NED,MF,Udinese,it Serie A,24-338,2000,13.9,27,1.94,20,2,2,2,1,0,6,0.43,4,0,1,1,0,0,Matches
796,Jacques Ekomie,ga GAB,DF,Angers,fr Ligue 1,21-202,2003,3.6,3,0.82,2,0,0,0,0,1,1,0.27,1,0,0,0,0,0,Matches
797,Emmanuel Ekong,se SWE,"MF,FW",Empoli,it Serie A,22-257,2002,2.1,6,2.90,3,0,3,0,0,0,0,0.00,0,0,0,0,0,0,Matches
798,Caleb Ekuban,gh GHA,FW,Genoa,it Serie A,30-351,1994,4.9,11,2.24,10,0,0,1,0,0,3,0.61,3,0,0,0,0,0,Matches
799,Pierre Ekwah Elimby,fr FRA,MF,Saint-Étienne,fr Ligue 1,23-053,2002,18.6,22,1.18,22,0,0,0,0,0,2,0.11,2,0,0,0,0,0,Matches
800,Anthony Elanga,se SWE,"FW,MF",Nott'ham Forest,eng Premier League,22-316,2002,19.8,77,3.90,45,15,5,4,8,0,12,0.61,8,2,1,0,1,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
801,Meschak Elia,cd COD,FW,Nantes,fr Ligue 1,27-215,1997,0.8,1,1.22,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
802,Mikael Ellertsson,is ISL,"DF,MF",Venezia,it Serie A,22-363,2002,20.8,37,1.78,25,1,4,3,3,1,4,0.19,3,0,0,0,1,0,Matches
803,Harvey Elliott,eng ENG,"MF,FW",Liverpool,eng Premier League,21-339,2003,1.4,7,4.92,5,2,0,0,0,0,2,1.41,2,0,0,0,0,0,Matches
804,Elif Elmas,mk MKD,FW,Torino,it Serie A,25-166,1999,2.7,8,2.96,7,0,1,0,0,0,1,0.37,0,0,1,0,0,0,Matches
805,Elif Elmas,mk MKD,MF,RB Leipzig,de Bundesliga,25-166,1999,0.5,1,2.05,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
806,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,30-346,1994,7.9,7,0.89,7,0,0,0,0,0,1,0.13,1,0,0,0,0,0,Matches
807,Nico Elvedi,ch SUI,DF,Gladbach,de Bundesliga,28-160,1996,17.5,11,0.63,10,0,0,1,0,0,3,0.17,2,0,0,1,0,0,Matches
808,Adri Embarba,es ESP,"FW,MF",Rayo Vallecano,es La Liga,32-306,1992,13.9,37,2.66,23,8,1,1,4,0,1,0.07,1,0,0,0,0,0,Matches
809,Breel Embolo,ch SUI,"FW,MF",Monaco,fr Ligue 1,28-023,1997,13.6,28,2.07,24,0,1,2,1,0,5,0.37,4,0,0,1,0,0,Matches
810,Emanuel Emegha,nl NED,FW,Strasbourg,fr Ligue 1,22-034,2003,17.6,23,1.31,17,0,2,1,3,0,3,0.17,2,0,1,0,0,0,Matches
811,Emerson,br BRA,DF,Milan,it Serie A,26-054,1999,15.3,33,2.16,29,0,0,2,2,0,1,0.07,1,0,0,0,0,0,Matches
812,Yunus Emre Konak,tr TUR,"MF,FW",Brentford,eng Premier League,19-058,2006,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
813,Julio Enciso,py PAR,"MF,FW",Ipswich Town,eng Premier League,21-045,2004,2.1,13,6.16,5,3,3,1,0,1,1,0.47,0,1,0,0,0,0,Matches
814,Julio Enciso,py PAR,"MF,FW",Brighton,eng Premier League,21-045,2004,3.3,12,3.69,5,1,3,1,2,0,0,0.00,0,0,0,0,0,0,Matches
815,Wataru Endo,jp JPN,MF,Liverpool,eng Premier League,32-028,1993,1.6,3,1.81,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
816,Endrick,br BRA,FW,Real Madrid,es La Liga,18-231,2006,1.3,5,3.75,3,0,1,0,1,0,2,1.50,0,0,1,0,1,0,Matches
817,Yannik Engelhardt,de GER,"MF,DF",Como,it Serie A,24-030,2001,11.9,23,1.93,19,1,1,0,1,1,2,0.17,2,0,0,0,0,0,Matches
818,Arne Engels,be BEL,"MF,FW",Augsburg,de Bundesliga,21-182,2003,0.9,1,1.14,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
819,Christian Eriksen,dk DEN,MF,Manchester Utd,eng Premier League,33-023,1992,7.1,28,3.94,18,10,0,0,0,0,6,0.84,4,2,0,0,0,0,Matches
820,Martin Erlic,hr CRO,DF,Bologna,it Serie A,27-044,1998,3.2,4,1.24,2,0,0,1,1,0,1,0.31,0,0,0,0,1,0,Matches
821,Patrick Erras,de GER,DF,Holstein Kiel,de Bundesliga,30-047,1995,9.2,8,0.87,8,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
822,Alfonso Espino,uy URU,DF,Rayo Vallecano,es La Liga,33-063,1992,4.4,3,0.68,0,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
823,Sebastiano Esposito,it ITA,"FW,MF",Empoli,it Serie A,22-250,2002,17.2,56,3.26,35,3,5,7,5,1,5,0.29,0,0,2,2,1,0,Matches
824,Romain Esse,eng ENG,MF,Crystal Palace,eng Premier League,19-300,2005,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
825,Samuel Essende,cd COD,FW,Augsburg,de Bundesliga,27-045,1998,13.8,21,1.52,11,1,1,4,4,0,3,0.22,2,0,1,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
826,Dario Essugo,pt POR,MF,Las Palmas,es La Liga,19-360,2005,14.0,24,1.72,17,0,2,3,2,0,1,0.07,1,0,0,0,0,0,Matches
827,Nahuel Estévez,ar ARG,MF,Parma,it Serie A,29-115,1995,6.0,11,1.83,7,3,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
828,Pervis Estupiñán,ec ECU,DF,Brighton,eng Premier League,27-047,1998,17.8,37,2.08,24,9,0,2,2,0,4,0.22,3,0,0,0,1,0,Matches
829,Etienne Eto'o,cm CMR,FW,Rayo Vallecano,es La Liga,22-203,2002,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
830,Evanilson,br BRA,FW,Bournemouth,eng Premier League,25-154,1999,15.4,43,2.80,25,0,3,6,9,0,7,0.46,1,0,1,1,4,0,Matches
831,Jonny Evans,nir NIR,DF,Manchester Utd,eng Premier League,37-065,1988,3.2,2,0.62,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
832,Edu Expósito,es ESP,"MF,FW",Espanyol,es La Liga,28-220,1996,1.7,6,3.51,3,1,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches
833,Eberechi Eze,eng ENG,"MF,FW",Crystal Palace,eng Premier League,26-253,1998,21.4,104,4.86,54,23,9,10,7,1,7,0.33,6,1,0,0,0,0,Matches
834,Abde Ezzalzouli,ma MAR,"FW,MF",Betis,es La Liga,23-082,2001,16.9,50,2.95,32,0,8,6,3,1,3,0.18,2,0,0,1,0,0,Matches
835,Giovanni Fabbian,it ITA,MF,Bologna,it Serie A,22-054,2003,9.3,14,1.50,8,0,0,4,1,1,0,0.00,0,0,0,0,0,0,Matches
836,Łukasz Fabiański,pl POL,GK,West Ham,eng Premier League,39-325,1985,11.9,3,0.25,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
837,Alieu Fadera,gm GAM,"FW,DF",Como,it Serie A,23-126,2001,17.7,50,2.82,35,1,5,3,5,1,7,0.40,6,0,1,0,0,0,Matches
838,Wout Faes,be BEL,DF,Leicester City,eng Premier League,26-340,1998,21.3,10,0.47,8,0,0,1,0,1,0,0.00,0,0,0,0,0,0,Matches
839,Nicolò Fagioli,it ITA,MF,Fiorentina,it Serie A,24-025,2001,1.8,6,3.35,4,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
840,Nicolò Fagioli,it ITA,MF,Juventus,it Serie A,24-025,2001,6.3,10,1.57,8,0,0,2,0,0,1,0.16,1,0,0,0,0,0,Matches
841,Romain Faivre,fr FRA,"MF,FW",Brest,fr Ligue 1,26-238,1998,8.6,28,3.26,17,5,2,0,3,1,3,0.35,3,0,0,0,0,0,Matches
842,Wladimiro Falcone,it ITA,GK,Lecce,it Serie A,29-331,1995,28.0,9,0.32,7,2,0,0,0,0,1,0.04,1,0,0,0,0,0,Matches
843,Davide Faraoni,it ITA,DF,Hellas Verona,it Serie A,33-135,1991,2.9,3,1.05,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
844,Abdul Fatawu Issahaku,gh GHA,FW,Leicester City,eng Premier League,21-001,2004,6.4,17,2.64,10,0,2,1,4,0,3,0.47,2,0,0,1,0,0,Matches
845,Ansu Fati,es ESP,FW,Barcelona,es La Liga,22-129,2002,1.4,4,2.83,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
846,Khalil Fayad,fr FRA,"MF,FW",Montpellier,fr Ligue 1,20-273,2004,7.2,16,2.23,14,0,0,0,2,0,1,0.14,1,0,0,0,0,0,Matches
847,Jacopo Fazzini,it ITA,"MF,FW",Empoli,it Serie A,21-358,2003,8.5,25,2.92,15,1,2,2,5,0,3,0.35,3,0,0,0,0,0,Matches
848,Peter Federico,do DOM,"MF,FW",Getafe,es La Liga,22-227,2002,3.7,8,2.14,5,0,0,1,1,1,1,0.27,1,0,0,0,0,0,Matches
849,Nabil Fekir,fr FRA,MF,Betis,es La Liga,31-234,1993,2.0,12,6.00,9,2,0,0,0,1,1,0.50,0,1,0,0,0,0,Matches
850,Mattia Felici,it ITA,"MF,FW",Cagliari,it Serie A,23-326,2001,9.1,29,3.20,17,2,8,1,1,0,4,0.44,3,0,1,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
851,Luiz Felipe,it ITA,DF,Marseille,fr Ligue 1,27-352,1997,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
852,João Félix,pt POR,"FW,MF",Chelsea,eng Premier League,25-119,1999,4.1,18,4.38,12,0,2,3,1,0,3,0.73,1,0,1,0,1,0,Matches
853,João Félix,pt POR,MF,Milan,it Serie A,25-119,1999,4.2,13,3.06,9,0,2,1,1,0,1,0.24,1,0,0,0,0,0,Matches
854,Kiko Femenía,es ESP,DF,Villarreal,es La Liga,34-035,1991,19.2,38,1.98,32,2,2,0,0,2,4,0.21,4,0,0,0,0,0,Matches
855,Evan Ferguson,ie IRL,FW,West Ham,eng Premier League,20-141,2004,0.8,3,3.75,1,0,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches
856,Evan Ferguson,ie IRL,FW,Brighton,eng Premier League,20-141,2004,2.7,4,1.47,3,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
857,Lewis Ferguson,sct SCO,MF,Bologna,it Serie A,25-197,1999,4.9,17,3.45,15,1,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
858,Zinedine Ferhat,dz ALG,FW,Angers,fr Ligue 1,32-008,1993,6.5,22,3.40,16,4,1,1,0,0,1,0.15,1,0,0,0,0,0,Matches
859,Bruno Fernandes,pt POR,MF,Manchester Utd,eng Premier League,30-182,1994,24.4,129,5.29,87,25,4,6,6,1,11,0.45,8,2,0,1,0,0,Matches
860,Edimilson Fernandes,ch SUI,MF,Brest,fr Ligue 1,28-328,1996,8.9,13,1.46,9,0,0,1,2,1,1,0.11,1,0,0,0,0,0,Matches
861,Mateus Fernandes,pt POR,MF,Southampton,eng Premier League,20-242,2004,23.3,56,2.40,33,11,3,5,3,1,5,0.21,3,1,0,0,0,1,Matches
862,Álvaro Fernández,es ESP,GK,Sevilla,es La Liga,26-330,1998,7.3,2,0.27,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
863,Enzo Fernández,ar ARG,MF,Chelsea,eng Premier League,24-051,2001,21.8,98,4.50,77,10,1,4,1,5,12,0.55,9,2,0,1,0,0,Matches
864,Roberto Férnandez,es ESP,FW,Espanyol,es La Liga,22-249,2002,4.5,10,2.21,7,0,1,0,1,1,2,0.44,0,0,0,0,1,1,Matches
865,Valery Fernández,es ESP,"MF,FW",Mallorca,es La Liga,25-106,1999,2.6,3,1.13,2,0,0,0,0,1,2,0.76,1,0,0,0,0,1,Matches
866,Matias Fernandez-Pardo,be BEL,FW,Lille,fr Ligue 1,20-034,2005,5.2,11,2.12,8,2,0,0,1,0,3,0.58,2,0,0,0,1,0,Matches
867,Jordan Ferri,fr FRA,MF,Montpellier,fr Ligue 1,32-362,1992,12.6,28,2.23,25,0,0,2,1,0,4,0.32,3,0,0,1,0,0,Matches
868,Daniel Fila,cz CZE,FW,Venezia,it Serie A,22-200,2002,1.7,8,4.83,5,0,1,1,1,0,0,0.00,0,0,0,0,0,0,Matches
869,Karol Fila,pl POL,MF,Strasbourg,fr Ligue 1,26-269,1998,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
870,Kilian Fischer,de GER,DF,Wolfsburg,de Bundesliga,24-148,2000,18.2,22,1.21,17,3,0,1,0,1,1,0.05,1,0,0,0,0,0,Matches
871,Mark Flekken,nl NED,GK,Brentford,eng Premier League,31-269,1993,26.4,6,0.23,3,3,0,0,0,0,1,0.04,0,1,0,0,0,0,Matches
872,Mateo Flores,es ESP,MF,Betis,es La Liga,20-336,2004,1.6,1,0.63,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
873,Phil Foden,eng ENG,"MF,FW",Manchester City,eng Premier League,24-285,2000,17.9,83,4.63,55,18,2,5,3,0,9,0.50,5,1,0,3,0,0,Matches
874,Malick Fofana,be BEL,FW,Lyon,fr Ligue 1,19-343,2005,12.5,35,2.81,26,0,4,1,4,0,7,0.56,6,0,1,0,0,0,Matches
875,Rayan Fofana,fr FRA,"FW,MF",Lens,fr Ligue 1,19-025,2006,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
876,Seko Fofana,ci CIV,MF,Rennes,fr Ligue 1,29-306,1995,4.9,20,4.08,16,0,1,2,1,0,2,0.41,1,0,1,0,0,0,Matches
877,Wesley Fofana,fr FRA,DF,Chelsea,eng Premier League,24-082,2000,11.3,11,0.98,9,1,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
878,Yahia Fofana,ci CIV,GK,Angers,fr Ligue 1,24-200,2000,24.0,3,0.12,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
879,Youssouf Fofana,fr FRA,MF,Milan,it Serie A,26-058,1999,21.8,47,2.16,43,0,0,0,0,4,4,0.18,4,0,0,0,0,0,Matches
880,Jonas Föhrenbach,de GER,DF,Heidenheim,de Bundesliga,29-042,1996,19.6,32,1.63,28,1,1,1,1,0,4,0.20,3,1,0,0,0,0,Matches
881,Michael Folorunsho,it ITA,"FW,MF",Fiorentina,it Serie A,27-030,1998,5.4,9,1.68,6,0,1,1,1,0,0,0.00,0,0,0,0,0,0,Matches
882,Michael Folorunsho,it ITA,"FW,MF",Napoli,it Serie A,27-030,1998,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
883,Lamine Fomba,fr FRA,MF,Saint-Étienne,fr Ligue 1,27-042,1998,2.3,4,1.73,3,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
884,Carlos Forbs,pt POR,"MF,FW",Wolves,eng Premier League,20-355,2004,2.6,5,1.91,3,0,2,0,0,0,1,0.38,1,0,0,0,0,0,Matches
885,Pablo Fornals,es ESP,"MF,FW",Betis,es La Liga,29-015,1996,11.6,59,5.07,50,5,2,2,0,0,5,0.43,5,0,0,0,0,0,Matches
886,Omari Forson,eng ENG,"MF,FW",Monza,it Serie A,20-232,2004,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
887,Fraser Forster,eng ENG,GK,Tottenham,eng Premier League,36-357,1988,7.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
888,Héctor Fort,es ESP,DF,Barcelona,es La Liga,18-219,2006,4.2,11,2.64,10,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
889,Dimitri Foulquier,fr FRA,DF,Valencia,es La Liga,31-351,1993,18.9,25,1.32,17,3,1,3,0,1,3,0.16,2,0,0,1,0,0,Matches
890,Juan Foyth,ar ARG,DF,Villarreal,es La Liga,27-056,1998,7.0,6,0.85,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
891,Alejandro Francés,es ESP,DF,Girona,es La Liga,22-220,2002,7.9,11,1.39,10,0,0,1,0,0,1,0.13,1,0,0,0,0,0,Matches
892,Przemysław Frankowski,pl POL,DF,Lens,fr Ligue 1,29-331,1995,15.4,46,2.99,38,6,0,1,1,0,5,0.32,5,0,0,0,0,0,Matches
893,Enric Franquesa,es ESP,"DF,FW",Leganés,es La Liga,28-011,1997,6.8,6,0.88,4,0,0,1,0,1,0,0.00,0,0,0,0,0,0,Matches
894,Ryan Fraser,sct SCO,"FW,DF",Southampton,eng Premier League,31-013,1994,3.4,5,1.47,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
895,Davide Frattesi,it ITA,MF,Inter,it Serie A,25-138,1999,9.3,10,1.08,8,0,1,0,1,0,2,0.22,1,0,0,0,1,0,Matches
896,Morten Frendrup,dk DEN,MF,Genoa,it Serie A,23-336,2001,26.5,41,1.55,35,0,0,0,2,4,1,0.04,1,0,0,0,0,0,Matches
897,Martin Frese,dk DEN,DF,Hellas Verona,it Serie A,27-064,1998,3.7,7,1.87,5,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
898,Remo Freuler,ch SUI,MF,Bologna,it Serie A,32-328,1992,26.6,57,2.14,51,0,1,0,0,5,2,0.08,1,0,0,0,0,1,Matches
899,Marco Friedl,at AUT,DF,Werder Bremen,de Bundesliga,26-358,1998,15.9,8,0.50,6,1,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
900,Marvin Friedrich,de GER,DF,Gladbach,de Bundesliga,29-086,1995,10.5,7,0.67,6,0,0,1,0,0,1,0.10,0,0,0,1,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
901,Jeremie Frimpong,nl NED,"DF,MF",Leverkusen,de Bundesliga,24-089,2000,18.8,49,2.60,39,0,2,4,1,3,9,0.48,6,0,1,1,0,1,Matches
902,Jorge de Frutos,es ESP,"FW,MF",Rayo Vallecano,es La Liga,28-017,1997,19.5,49,2.51,41,0,5,1,2,0,6,0.31,4,0,2,0,0,0,Matches
903,Darío Fuentes,es ESP,DF,Sevilla,es La Liga,22-056,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
904,Chris Führich,de GER,"MF,FW",Stuttgart,de Bundesliga,27-059,1998,15.7,62,3.94,49,5,3,5,0,0,5,0.32,4,0,0,1,0,0,Matches
905,Shiō Fukuda,jp JPN,"FW,MF",Gladbach,de Bundesliga,20-335,2004,0.5,2,4.19,2,0,0,0,0,0,1,2.09,1,0,0,0,0,0,Matches
906,Angelo Fulgini,fr FRA,"MF,FW",Lens,fr Ligue 1,28-201,1996,10.3,44,4.28,33,8,0,2,1,0,2,0.19,2,0,0,0,0,0,Matches
907,Niclas Füllkrug,de GER,FW,West Ham,eng Premier League,32-028,1993,4.1,11,2.67,10,0,0,1,0,0,1,0.24,0,0,0,1,0,0,Matches
908,Kyogo Furuhashi,jp JPN,FW,Rennes,fr Ligue 1,30-048,1995,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
909,Manuel Fuster,es ESP,"FW,MF",Las Palmas,es La Liga,27-138,1997,7.6,38,5.00,31,4,1,0,1,1,3,0.39,2,0,0,0,0,1,Matches
910,Matteo Gabbia,it ITA,DF,Milan,it Serie A,25-139,1999,15.0,18,1.20,14,1,0,1,1,1,3,0.20,1,0,0,1,0,1,Matches
911,Alessandro Gabrielloni,it ITA,"FW,MF",Como,it Serie A,30-242,1994,1.2,6,4.95,4,0,0,1,1,0,1,0.83,1,0,0,0,0,0,Matches
912,Gianluca Gaetano,it ITA,"MF,FW",Cagliari,it Serie A,24-308,2000,9.1,36,3.95,23,3,4,4,2,0,3,0.33,3,0,0,0,0,0,Matches
