Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Comp,Unnamed: 6_level_0_Age,Unnamed: 7_level_0_Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 37_level_0_Matches
1495,Shuto Machino,jp JPN,"FW,MF",Holstein Kiel,de Bundesliga,25-160,1999,23,15,1322,14.7,7,1,8,6,1,1,1,0,4.0,3.2,1.7,5.0,17,41,67,0.48,0.07,0.54,0.41,0.48,0.27,0.12,0.39,0.22,0.34,Matches
1496,Darwin Machís,ve VEN,"FW,MF",Valladolid,es La Liga,32-030,1993,11,5,427,4.7,0,0,0,0,0,0,0,0,0.8,0.8,0.2,1.0,7,14,19,0.00,0.00,0.00,0.00,0.00,0.17,0.04,0.21,0.17,0.21,Matches
1497,Yvann Macon,fr FRA,DF,Saint-Étienne,fr Ligue 1,26-159,1998,7,6,431,4.8,0,0,0,0,0,0,2,0,0.2,0.2,0.2,0.3,14,24,32,0.00,0.00,0.00,0.00,0.00,0.03,0.04,0.07,0.03,0.07,Matches
1498,James Maddison,eng ENG,MF,Tottenham,eng Premier League,28-106,1996,25,17,1471,16.3,9,5,14,9,0,0,5,0,5.7,5.7,3.1,8.7,37,136,76,0.55,0.31,0.86,0.55,0.86,0.35,0.19,0.53,0.35,0.53,Matches
1499,Eros Maddy,nl NED,DF,Auxerre,fr Ligue 1,24-032,2001,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1500,Noni Madueke,eng ENG,FW,Chelsea,eng Premier League,22-364,2002,23,19,1453,16.1,7,3,10,7,0,0,3,0,7.6,7.6,3.6,11.2,110,53,179,0.43,0.19,0.62,0.43,0.62,0.47,0.22,0.69,0.47,0.69,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
1501,Pablo Maffeo,es ESP,DF,Mallorca,es La Liga,27-240,1997,20,19,1583,17.6,0,1,1,0,0,0,3,0,0.3,0.3,3.5,3.7,28,49,79,0.00,0.06,0.06,0.00,0.06,0.01,0.20,0.21,0.01,0.21,Matches
1502,Gabriel Magalhães,br BRA,DF,Arsenal,eng Premier League,27-080,1997,25,25,2168,24.1,3,1,4,3,0,0,3,0,2.6,2.6,0.8,3.5,8,112,10,0.12,0.04,0.17,0.12,0.17,0.11,0.03,0.14,0.11,0.14,Matches
1503,Soungoutou Magassa,fr FRA,MF,Monaco,fr Ligue 1,21-152,2003,16,10,883,9.8,0,1,1,0,0,0,5,0,0.5,0.5,0.8,1.3,6,55,10,0.00,0.10,0.10,0.00,0.10,0.05,0.08,0.13,0.05,0.13,Matches
1504,Edmond-Paris Maghoma,eng ENG,"MF,FW",Brentford,eng Premier League,23-305,2001,7,0,111,1.2,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,4,11,4,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.18,0.09,0.18,Matches
1505,Giangiacomo Magnani,it ITA,DF,Hellas Verona,it Serie A,29-156,1995,17,11,1065,11.8,1,0,1,1,0,0,2,0,1.1,1.1,0.0,1.2,4,31,7,0.08,0.00,0.08,0.08,0.08,0.10,0.00,0.10,0.10,0.10,Matches
1506,Hugo Magnetti,fr FRA,MF,Brest,fr Ligue 1,26-283,1998,23,19,1681,18.7,1,0,1,1,0,0,3,0,0.6,0.6,0.4,1.1,11,56,17,0.05,0.00,0.05,0.05,0.05,0.03,0.02,0.06,0.03,0.06,Matches
1507,Frank Magri,cm CMR,FW,Toulouse,fr Ligue 1,25-186,1999,23,9,849,9.4,3,0,3,3,0,0,3,1,3.0,3.0,0.4,3.3,13,21,53,0.32,0.00,0.32,0.32,0.32,0.31,0.04,0.35,0.31,0.35,Matches
1508,Harry Maguire,eng ENG,DF,Manchester Utd,eng Premier League,32-004,1993,20,15,1358,15.1,1,0,1,1,0,0,7,0,0.8,0.8,0.3,1.1,6,42,4,0.07,0.00,0.07,0.07,0.07,0.05,0.02,0.07,0.05,0.07,Matches
1509,Jon Magunazelaia,es ESP,MF,Real Sociedad,es La Liga,24-239,2000,2,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1510,Arne Maier,de GER,MF,Augsburg,de Bundesliga,26-060,1999,23,7,815,9.1,0,0,0,0,0,0,0,0,1.1,1.1,1.4,2.6,14,33,42,0.00,0.00,0.00,0.00,0.00,0.13,0.16,0.28,0.13,0.28,Matches
1511,Mike Maignan,fr FRA,GK,Milan,it Serie A,29-249,1995,27,27,2430,27.0,0,0,0,0,0,0,1,0,0.0,0.0,0.7,0.7,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches
1512,Patrick Mainka,de GER,DF,Heidenheim,de Bundesliga,30-123,1994,24,24,2160,24.0,1,0,1,1,0,0,3,0,1.6,1.6,0.3,1.9,15,78,10,0.04,0.00,0.04,0.04,0.04,0.07,0.01,0.08,0.07,0.08,Matches
1513,Kobbie Mainoo,eng ENG,MF,Manchester Utd,eng Premier League,19-324,2005,18,15,1285,14.3,0,0,0,0,0,0,5,0,0.5,0.5,1.5,2.0,19,52,35,0.00,0.00,0.00,0.00,0.00,0.04,0.11,0.14,0.04,0.14,Matches
1514,Ainsley Maitland-Niles,eng ENG,"DF,MF",Lyon,fr Ligue 1,27-192,1997,22,13,1260,14.0,1,3,4,1,0,0,0,0,1.4,1.4,2.4,3.8,17,67,70,0.07,0.21,0.29,0.07,0.29,0.10,0.17,0.27,0.10,0.27,Matches
1515,Radosław Majecki,pl POL,GK,Monaco,fr Ligue 1,25-113,1999,15,15,1350,15.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1516,Lovro Majer,hr CRO,MF,Wolfsburg,de Bundesliga,27-051,1998,4,2,145,1.6,2,0,2,1,1,1,1,0,1.1,0.4,0.0,0.4,2,2,6,1.24,0.00,1.24,0.62,0.62,0.71,0.01,0.72,0.22,0.23,Matches
1517,Jordy Makengo,fr FRA,DF,Freiburg,de Bundesliga,23-218,2001,12,1,207,2.3,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,6,5,12,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06,Matches
1518,Antoine Makoumbou,cg CGO,MF,Cagliari,it Serie A,26-234,1998,24,21,1658,18.4,0,1,1,0,0,0,3,1,0.3,0.3,0.4,0.7,8,74,12,0.00,0.05,0.05,0.00,0.05,0.02,0.02,0.04,0.02,0.04,Matches
1519,Nikola Maksimović,rs SRB,DF,Montpellier,fr Ligue 1,33-104,1991,7,7,581,6.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.1,1,11,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
1520,Tyrell Malacia,nl NED,DF,Manchester Utd,eng Premier League,25-204,1999,3,2,100,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,3,6,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches
1521,Jarzinho Malanga,de GER,DF,Stuttgart,de Bundesliga,18-242,2006,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1522,Julián Malatini,ar ARG,DF,Werder Bremen,de Bundesliga,23-282,2001,10,5,454,5.0,1,1,2,1,0,0,1,0,0.2,0.2,0.5,0.7,8,24,4,0.20,0.20,0.40,0.20,0.40,0.05,0.09,0.14,0.05,0.14,Matches
1523,Daniel Maldini,it ITA,"MF,FW",Monza,it Serie A,23-149,2001,20,16,1306,14.5,3,0,3,3,0,0,5,0,4.8,4.8,0.9,5.7,41,34,66,0.21,0.00,0.21,0.21,0.21,0.33,0.06,0.39,0.33,0.39,Matches
1524,Daniel Maldini,it ITA,"FW,MF",Atalanta,it Serie A,23-149,2001,1,0,31,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,4,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.14,0.14,0.14,Matches
1525,Youssef Maleh,ma MAR,MF,Empoli,it Serie A,26-199,1998,22,17,1510,16.8,0,1,1,0,0,0,5,1,0.9,0.9,0.9,1.8,10,72,37,0.00,0.06,0.06,0.00,0.06,0.05,0.05,0.10,0.05,0.10,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
1526,Donyell Malen,nl NED,FW,Aston Villa,eng Premier League,26-059,1999,6,1,170,1.9,0,0,0,0,0,0,0,0,0.6,0.6,0.0,0.6,5,3,14,0.00,0.00,0.00,0.00,0.00,0.30,0.02,0.32,0.30,0.32,Matches
1527,Donyell Malen,nl NED,"FW,MF",Dortmund,de Bundesliga,26-059,1999,14,6,614,6.8,3,0,3,3,0,0,1,0,2.9,2.9,0.2,3.2,23,17,75,0.44,0.00,0.44,0.44,0.44,0.43,0.03,0.46,0.43,0.46,Matches
1528,Ruslan Malinovskyi,ua UKR,"MF,FW",Genoa,it Serie A,31-309,1993,6,2,240,2.7,0,0,0,0,0,0,1,0,0.1,0.1,0.5,0.7,1,19,6,0.00,0.00,0.00,0.00,0.00,0.06,0.19,0.25,0.06,0.25,Matches
1529,Lennard Maloney,us USA,MF,Heidenheim,de Bundesliga,25-152,1999,11,10,760,8.4,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.4,1,14,0,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches
1530,Lennard Maloney,us USA,MF,Mainz 05,de Bundesliga,25-152,1999,3,0,24,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1531,Aaron Malouda,fr FRA,FW,Lille,fr Ligue 1,19-099,2005,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1532,Giorgi Mamardashvili,ge GEO,GK,Valencia,es La Liga,24-161,2000,23,23,2070,23.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1533,Dennis Man,ro ROU,"FW,MF",Parma,it Serie A,26-195,1998,26,20,1751,19.5,4,4,8,4,0,0,0,0,4.1,4.1,3.9,8.0,63,49,122,0.21,0.21,0.41,0.21,0.41,0.21,0.20,0.41,0.21,0.41,Matches
1534,Hianga Mananga Mbock,fr FRA,MF,Brest,fr Ligue 1,25-071,1999,1,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches
1535,Gianluca Mancini,it ITA,DF,Roma,it Serie A,28-326,1996,27,26,2243,24.9,1,0,1,1,0,0,5,0,1.3,1.3,0.8,2.1,41,117,22,0.04,0.00,0.04,0.04,0.04,0.05,0.03,0.09,0.05,0.09,Matches
1536,Steve Mandanda,fr FRA,GK,Rennes,fr Ligue 1,39-346,1985,17,17,1485,16.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
1537,Christos Mandas,gr GRE,GK,Lazio,it Serie A,23-173,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1538,Reinildo Mandava,mz MOZ,DF,Atlético Madrid,es La Liga,31-047,1994,17,9,841,9.3,0,0,0,0,0,0,3,0,0.1,0.1,0.1,0.2,12,28,12,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,Matches
1539,Aïssa Mandi,dz ALG,DF,Lille,fr Ligue 1,33-138,1991,18,15,1271,14.1,0,0,0,0,0,0,2,0,0.3,0.3,0.2,0.5,9,71,15,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches
1540,Rolando Mandragora,it ITA,MF,Fiorentina,it Serie A,27-253,1997,19,12,1065,11.8,1,2,3,0,1,1,5,0,1.3,0.5,1.6,2.2,7,43,14,0.08,0.17,0.25,0.00,0.17,0.11,0.14,0.25,0.05,0.18,Matches
1541,Orel Mangala,be BEL,MF,Everton,eng Premier League,26-356,1998,19,14,1261,14.0,1,0,1,1,0,0,2,0,1.1,1.1,0.6,1.8,6,34,19,0.07,0.00,0.07,0.07,0.07,0.08,0.05,0.13,0.08,0.13,Matches
1542,Orel Mangala,be BEL,MF,Lyon,fr Ligue 1,26-356,1998,1,1,67,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,7,3,0.00,0.00,0.00,0.00,0.00,0.07,0.03,0.10,0.07,0.10,Matches
1543,Ryan Manning,ie IRL,DF,Southampton,eng Premier League,28-268,1996,16,11,881,9.8,0,0,0,0,0,0,2,0,0.3,0.3,2.0,2.3,11,10,51,0.00,0.00,0.00,0.00,0.00,0.03,0.20,0.23,0.03,0.23,Matches
1544,Javier Manquillo,es ESP,DF,Celta Vigo,es La Liga,30-308,1994,10,7,515,5.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,24,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1545,Johan Manzambi,ch SUI,"MF,FW",Freiburg,de Bundesliga,19-146,2005,4,0,34,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,2,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12,Matches
1546,Alberto Manzoni,it ITA,MF,Atalanta,it Serie A,19-257,2005,1,0,6,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.94,0.00,0.94,0.94,0.94,Matches
1547,Sekou Mara,fr FRA,"FW,MF",Strasbourg,fr Ligue 1,22-222,2002,19,6,637,7.1,1,1,2,1,0,0,2,0,1.1,1.1,1.0,2.0,5,10,37,0.14,0.14,0.28,0.14,0.28,0.15,0.14,0.29,0.15,0.29,Matches
1548,Alessandro Marcandalli,it ITA,DF,Genoa,it Serie A,22-165,2002,2,1,46,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1549,Alessandro Marcandalli,it ITA,DF,Venezia,it Serie A,22-165,2002,3,2,120,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
1550,Marcão,br BRA,DF,Sevilla,es La Liga,28-277,1996,11,5,462,5.1,0,0,0,0,0,0,6,1,0.0,0.0,0.0,0.0,0,17,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
1551,Solly March,eng ENG,"MF,FW",Brighton,eng Premier League,30-232,1994,4,0,41,0.5,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,1,1,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.14,0.14,0.14,Matches
1552,Filip Marchwiński,pl POL,MF,Lecce,it Serie A,23-058,2002,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1553,Óscar de Marcos,es ESP,DF,Athletic Club,es La Liga,35-329,1989,21,13,1234,13.7,0,4,4,0,0,0,0,0,0.8,0.8,1.8,2.7,20,79,61,0.00,0.29,0.29,0.00,0.29,0.06,0.13,0.19,0.06,0.19,Matches
1554,Alberto Marí,es ESP,FW,Valencia,es La Liga,23-241,2001,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1555,Pablo Marí,es ESP,DF,Monza,it Serie A,31-190,1993,19,19,1628,18.1,0,0,0,0,0,0,4,1,0.2,0.2,0.1,0.3,5,58,1,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,Matches
1556,Pablo Marí,es ESP,DF,Fiorentina,it Serie A,31-190,1993,2,1,108,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1557,José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,30-048,1995,20,15,1474,16.4,0,1,1,0,0,0,4,0,0.3,0.3,0.2,0.5,1,39,1,0.00,0.06,0.06,0.00,0.06,0.02,0.01,0.03,0.02,0.03,Matches
1558,Luca Marianucci,it ITA,DF,Empoli,it Serie A,20-229,2004,9,3,304,3.4,0,0,0,0,0,0,0,1,0.3,0.3,0.0,0.3,5,9,0,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08,Matches
1559,Mirko Marić,hr CRO,"FW,MF",Monza,it Serie A,29-297,1995,8,1,106,1.2,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,3,8,0.00,0.00,0.00,0.00,0.00,0.15,0.04,0.19,0.15,0.19,Matches
1560,Mirko Marić,hr CRO,FW,Venezia,it Serie A,29-297,1995,5,3,276,3.1,0,0,0,0,0,0,0,0,0.6,0.6,0.0,0.6,2,7,20,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.20,0.20,0.20,Matches
1561,Arkaitz Mariezkurrena,es ESP,"MF,FW",Real Sociedad,es La Liga,19-338,2005,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1562,Rafa Marín,es ESP,DF,Napoli,it Serie A,22-294,2002,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1563,Pablo Marín,es ESP,MF,Real Sociedad,es La Liga,21-249,2003,11,3,377,4.2,0,1,1,0,0,0,0,0,0.1,0.1,0.4,0.4,1,8,22,0.00,0.24,0.24,0.00,0.24,0.01,0.09,0.10,0.01,0.10,Matches
1564,Răzvan Marin,ro ROU,MF,Cagliari,it Serie A,28-290,1996,25,11,1124,12.5,3,2,5,1,2,2,4,0,2.2,0.7,3.0,3.7,19,68,22,0.24,0.16,0.40,0.08,0.24,0.18,0.24,0.42,0.05,0.29,Matches
1565,Guillermo Maripán,cl CHI,DF,Torino,it Serie A,30-307,1994,18,17,1440,16.0,1,1,2,1,0,0,0,1,0.7,0.7,0.6,1.3,6,51,5,0.06,0.06,0.12,0.06,0.12,0.05,0.04,0.08,0.05,0.08,Matches
1566,Mika Màrmol,es ESP,DF,Las Palmas,es La Liga,22-250,2002,20,18,1544,17.2,0,1,1,0,0,0,4,0,0.4,0.4,1.3,1.6,17,67,26,0.00,0.06,0.06,0.00,0.06,0.02,0.07,0.09,0.02,0.09,Matches
1567,Omar Marmoush,eg EGY,"MF,FW",Manchester City,eng Premier League,26-030,1999,6,5,390,4.3,3,0,3,3,0,0,0,0,1.0,1.0,0.6,1.7,9,11,30,0.69,0.00,0.69,0.69,0.69,0.24,0.15,0.39,0.24,0.39,Matches
1568,Omar Marmoush,eg EGY,FW,Eint Frankfurt,de Bundesliga,26-030,1999,17,17,1448,16.1,15,9,24,13,2,2,2,0,8.8,7.3,6.2,13.5,73,50,125,0.93,0.56,1.49,0.81,1.37,0.55,0.39,0.94,0.45,0.84,Matches
1569,Mario Maroto,es ESP,MF,Valladolid,es La Liga,21-101,2003,1,0,19,0.2,0,1,1,0,0,0,0,0,0.0,0.0,0.1,0.1,0,1,0,0.00,4.74,4.74,0.00,4.74,0.00,0.32,0.32,0.00,0.32,Matches
1570,Marquinhos,br BRA,DF,Paris S-G,fr Ligue 1,30-299,1994,18,15,1404,15.6,1,0,1,1,0,0,3,0,0.8,0.8,0.7,1.5,21,114,3,0.06,0.00,0.06,0.06,0.06,0.05,0.05,0.10,0.05,0.10,Matches
1571,Aarón Martín,es ESP,DF,Genoa,it Serie A,27-321,1997,27,27,2356,26.2,0,4,4,0,0,0,4,0,0.7,0.7,4.6,5.3,41,76,90,0.00,0.15,0.15,0.00,0.15,0.03,0.18,0.20,0.03,0.20,Matches
1572,Carlos Martín,es ESP,"FW,MF",Alavés,es La Liga,22-321,2002,18,12,993,11.0,2,2,4,2,0,0,2,0,2.1,2.1,2.5,4.6,10,14,56,0.18,0.18,0.36,0.18,0.36,0.19,0.23,0.42,0.19,0.42,Matches
1573,Gerard Martín,es ESP,DF,Barcelona,es La Liga,23-067,2002,16,5,522,5.8,1,1,2,1,0,0,2,0,0.2,0.2,0.5,0.7,6,19,41,0.17,0.17,0.34,0.17,0.34,0.03,0.09,0.12,0.03,0.12,Matches
1574,Iván Martín,es ESP,MF,Girona,es La Liga,26-023,1999,22,18,1538,17.1,1,1,2,1,0,0,1,0,0.9,0.9,1.8,2.7,42,97,47,0.06,0.06,0.12,0.06,0.12,0.05,0.10,0.16,0.05,0.16,Matches
1575,Jon Martin,es ESP,DF,Real Sociedad,es La Liga,19-067,2006,6,0,297,3.3,0,1,1,0,0,0,1,0,0.4,0.4,0.1,0.5,0,5,0,0.00,0.30,0.30,0.00,0.30,0.14,0.02,0.15,0.14,0.15,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
1576,Jonas Martin,fr FRA,MF,Brest,fr Ligue 1,34-334,1990,13,5,459,5.1,1,0,1,1,0,0,2,0,0.4,0.4,0.3,0.7,8,19,7,0.20,0.00,0.20,0.20,0.20,0.08,0.07,0.15,0.08,0.15,Matches
1577,Mario Martín,es ESP,MF,Valladolid,es La Liga,21-004,2004,22,15,1357,15.1,0,1,1,0,0,0,7,2,1.1,1.1,1.4,2.5,14,51,16,0.00,0.07,0.07,0.00,0.07,0.07,0.10,0.17,0.07,0.17,Matches
1578,Gabriel Martinelli,br BRA,"FW,MF",Arsenal,eng Premier League,23-264,2001,22,16,1458,16.2,6,3,9,6,0,0,1,0,4.1,4.1,2.9,6.9,78,28,184,0.37,0.19,0.56,0.37,0.56,0.25,0.18,0.43,0.25,0.43,Matches
1579,Arnau Martinez,es ESP,"DF,MF",Girona,es La Liga,21-318,2003,22,20,1788,19.9,2,2,4,2,0,0,2,0,1.1,1.1,1.8,2.9,30,128,72,0.10,0.10,0.20,0.10,0.20,0.06,0.09,0.14,0.06,0.14,Matches
1580,Emiliano Martínez,ar ARG,GK,Aston Villa,eng Premier League,32-188,1992,28,28,2430,27.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1581,Iñigo Martínez,es ESP,DF,Barcelona,es La Liga,33-296,1991,20,20,1780,19.8,0,2,2,0,0,0,3,0,0.3,0.3,2.2,2.5,51,173,6,0.00,0.10,0.10,0.00,0.10,0.02,0.11,0.13,0.02,0.13,Matches
1582,Javi Martínez,es ESP,MF,Osasuna,es La Liga,25-077,1999,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1583,Josep Martinez,es ESP,GK,Inter,it Serie A,26-286,1998,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches
1584,Lautaro Martínez,ar ARG,FW,Inter,it Serie A,27-199,1997,26,26,2168,24.1,10,3,13,10,0,0,0,0,11.5,11.5,2.9,14.4,30,58,159,0.42,0.12,0.54,0.42,0.54,0.48,0.12,0.60,0.48,0.60,Matches
1585,Lisandro Martínez,ar ARG,DF,Manchester Utd,eng Premier League,27-050,1998,20,20,1751,19.5,2,1,3,2,0,0,7,0,1.3,1.3,1.1,2.4,23,117,7,0.10,0.05,0.15,0.10,0.15,0.07,0.06,0.13,0.07,0.13,Matches
1586,Lucas Martínez Quarta,ar ARG,DF,Fiorentina,it Serie A,28-303,1996,8,4,351,3.9,1,0,1,1,0,0,1,0,0.7,0.7,0.0,0.7,3,14,2,0.26,0.00,0.26,0.26,0.26,0.19,0.01,0.19,0.19,0.19,Matches
1587,Ramón Martínez,es ESP,DF,Sevilla,es La Liga,22-138,2002,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1588,Toni Martínez,es ESP,FW,Alavés,es La Liga,27-252,1997,21,7,777,8.6,3,0,3,3,0,0,0,0,2.1,2.1,0.6,2.7,11,10,43,0.35,0.00,0.35,0.35,0.35,0.25,0.07,0.32,0.25,0.32,Matches
1589,Kevin Martins,it ITA,"MF,DF",Monza,it Serie A,20-037,2005,9,1,183,2.0,0,1,1,0,0,0,1,0,0.0,0.0,0.4,0.4,3,6,10,0.00,0.49,0.49,0.00,0.49,0.00,0.19,0.19,0.00,0.19,Matches
1590,Javi Martón,es ESP,"FW,MF",Athletic Club,es La Liga,25-307,1999,3,0,53,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
