Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Comp,Unnamed: 6_level_0_Age,Unnamed: 7_level_0_Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 37_level_0_Matches
91,Miguel Almirón,py PAR,FW,Newcastle Utd,eng Premier League,31-027,1994,9,1,157,1.7,0,0,0,0,0,0,0,0,0.5,0.5,0.3,0.8,3,6,18,0.00,0.00,0.00,0.00,0.00,0.30,0.15,0.45,0.30,0.45,Matches
92,Pontus Almqvist,se SWE,"FW,MF",Parma,it Serie A,25-242,1999,25,7,924,10.3,1,1,2,1,0,0,4,0,1.7,1.7,1.3,3.0,40,12,78,0.10,0.10,0.19,0.10,0.19,0.16,0.13,0.29,0.16,0.29,Matches
93,Marcos Alonso,es ESP,DF,Celta Vigo,es La Liga,34-071,1990,21,19,1800,20.0,1,0,1,0,1,1,8,1,1.5,0.7,0.6,1.3,36,138,35,0.05,0.00,0.05,0.00,0.00,0.08,0.03,0.11,0.04,0.07,Matches
94,Giorgio Altare,it ITA,DF,Venezia,it Serie A,26-212,1998,12,8,753,8.4,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.3,4,20,5,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,Matches
95,Adrià Altimira,es ESP,"DF,FW",Leganés,es La Liga,23-346,2001,15,12,1082,12.0,0,0,0,0,0,0,3,0,0.1,0.1,0.0,0.1,14,31,33,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
96,Sergi Altimira,es ESP,MF,Betis,es La Liga,23-196,2001,22,16,1479,16.4,0,1,1,0,0,0,3,0,1.6,1.5,1.5,2.9,17,74,21,0.00,0.06,0.06,0.00,0.06,0.10,0.09,0.19,0.09,0.18,Matches
97,Edson Álvarez,mx MEX,MF,West Ham,eng Premier League,27-136,1997,22,17,1471,16.3,0,1,1,0,0,0,8,1,0.3,0.3,0.8,1.1,19,67,16,0.00,0.06,0.06,0.00,0.06,0.02,0.05,0.07,0.02,0.07,Matches
98,Hugo Álvarez,es ESP,"MF,DF",Celta Vigo,es La Liga,21-250,2003,22,14,1387,15.4,4,2,6,4,0,0,5,0,2.3,2.3,0.8,3.1,66,48,143,0.26,0.13,0.39,0.26,0.39,0.15,0.05,0.20,0.15,0.20,Matches
99,Julián Álvarez,ar ARG,"FW,MF",Atlético Madrid,es La Liga,25-037,2000,26,20,1701,18.9,10,2,12,9,1,1,4,0,8.1,7.3,2.9,10.2,57,54,114,0.53,0.11,0.63,0.48,0.58,0.43,0.15,0.58,0.39,0.54,Matches
100,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,30-044,1995,15,14,1241,13.8,0,0,0,0,0,0,4,0,0.3,0.3,0.2,0.5,15,85,0,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
101,Skelly Alvero,fr FRA,MF,Werder Bremen,de Bundesliga,22-309,2002,12,1,236,2.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,8,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
102,Will Alves,eng ENG,FW,Leicester City,eng Premier League,20-034,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
103,Selim Amallah,ma MAR,MF,Valladolid,es La Liga,28-114,1996,18,13,1047,11.6,3,1,4,2,1,1,5,0,2.7,1.9,0.6,2.5,22,38,17,0.26,0.09,0.34,0.17,0.26,0.23,0.05,0.28,0.17,0.21,Matches
104,Amath,sn SEN,"FW,DF",Valladolid,es La Liga,28-236,1996,9,5,316,3.5,0,1,1,0,0,0,1,0,0.4,0.4,0.2,0.6,7,11,21,0.00,0.28,0.28,0.00,0.28,0.10,0.06,0.16,0.10,0.16,Matches
105,Jordan Amavi,fr FRA,DF,Brest,fr Ligue 1,31-000,1994,11,8,790,8.8,0,0,0,0,0,0,2,0,0.3,0.3,0.2,0.4,22,36,21,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05,Matches
106,Aurele Amenda,ch SUI,DF,Eint Frankfurt,de Bundesliga,21-221,2003,4,1,70,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,1,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.32,0.00,0.32,Matches
107,Kelvin Amian,fr FRA,DF,Nantes,fr Ligue 1,27-029,1998,21,15,1478,16.4,1,0,1,1,0,0,4,0,0.9,0.9,0.5,1.5,24,45,55,0.06,0.00,0.06,0.06,0.06,0.06,0.03,0.09,0.06,0.09,Matches
108,Michael Amir Murillo,pa PAN,DF,Marseille,fr Ligue 1,29-026,1996,23,20,1807,20.1,1,2,3,1,0,0,1,0,1.5,1.5,2.5,4.0,28,110,72,0.05,0.10,0.15,0.05,0.15,0.07,0.13,0.20,0.07,0.20,Matches
109,Nadiem Amiri,de GER,MF,Mainz 05,de Bundesliga,28-133,1996,22,22,1756,19.5,6,3,9,4,2,2,6,2,4.1,2.5,5.1,7.6,36,142,48,0.31,0.15,0.46,0.21,0.36,0.21,0.26,0.47,0.13,0.39,Matches
110,Samuel Amo-Ameyaw,eng ENG,"FW,DF",Southampton,eng Premier League,18-234,2006,2,0,28,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,0,3,0.00,0.00,0.00,0.00,0.00,0.07,0.22,0.29,0.07,0.29,Matches
111,Mathis Amougou,fr FRA,MF,Chelsea,eng Premier League,19-050,2006,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
112,Mathis Amougou,fr FRA,MF,Saint-Étienne,fr Ligue 1,19-050,2006,17,9,859,9.5,0,0,0,0,0,0,2,0,0.5,0.5,0.4,0.8,8,36,17,0.00,0.00,0.00,0.00,0.00,0.05,0.04,0.09,0.05,0.09,Matches
113,Mohamed Amoura,dz ALG,FW,Wolfsburg,de Bundesliga,24-304,2000,23,22,1886,21.0,10,8,18,8,2,2,4,0,7.1,5.5,3.3,8.8,67,46,186,0.48,0.38,0.86,0.38,0.76,0.34,0.16,0.49,0.26,0.42,Matches
114,Sofyan Amrabat,ma MAR,MF,Fiorentina,it Serie A,28-200,1996,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,14,1,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches
115,Joachim Andersen,dk DEN,DF,Crystal Palace,eng Premier League,28-282,1996,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,4,1,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches
116,Joachim Andersen,dk DEN,DF,Fulham,eng Premier League,28-282,1996,19,19,1683,18.7,0,0,0,0,0,0,4,1,0.4,0.4,0.3,0.7,11,84,1,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,Matches
117,Elliot Anderson,eng ENG,MF,Nott'ham Forest,eng Premier League,22-123,2002,27,23,1892,21.0,1,5,6,1,0,0,6,0,1.3,1.3,2.9,4.2,32,100,66,0.05,0.24,0.29,0.05,0.29,0.06,0.14,0.20,0.06,0.20,Matches
118,André,br BRA,MF,Wolves,eng Premier League,23-236,2001,23,21,1657,18.4,0,0,0,0,0,0,4,0,0.2,0.2,0.6,0.8,7,73,9,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Matches
119,Benjamin André,fr FRA,MF,Lille,fr Ligue 1,34-218,1990,22,22,1972,21.9,0,1,1,0,0,0,10,0,1.3,1.3,1.3,2.6,20,158,52,0.00,0.05,0.05,0.00,0.05,0.06,0.06,0.12,0.06,0.12,Matches
120,Marcos André,br BRA,FW,Valladolid,es La Liga,28-140,1996,19,14,1156,12.8,1,2,3,1,0,0,5,0,2.2,2.2,0.8,3.0,11,16,38,0.08,0.16,0.23,0.08,0.23,0.17,0.07,0.24,0.17,0.24,Matches
121,Robert Andrich,de GER,MF,Leverkusen,de Bundesliga,30-168,1994,17,15,1240,13.8,2,1,3,2,0,0,6,0,1.2,1.2,0.2,1.4,7,54,14,0.15,0.07,0.22,0.15,0.22,0.09,0.02,0.10,0.09,0.10,Matches
122,Angeliño,es ESP,DF,Roma,it Serie A,28-064,1997,27,26,2251,25.0,2,1,3,2,0,0,1,0,0.5,0.5,2.2,2.8,44,134,114,0.08,0.04,0.12,0.08,0.12,0.02,0.09,0.11,0.02,0.11,Matches
123,Lorenzo Anghelè,it ITA,FW,Juventus,it Serie A,20-011,2005,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
124,Faustino Anjorin,eng ENG,MF,Empoli,it Serie A,23-106,2001,17,13,983,10.9,0,3,3,0,0,0,2,0,0.8,0.8,1.6,2.4,27,50,30,0.00,0.27,0.27,0.00,0.27,0.07,0.15,0.22,0.07,0.22,Matches
125,Waldemar Anton,de GER,DF,Dortmund,de Bundesliga,28-232,1996,17,13,1140,12.7,0,2,2,0,0,0,3,0,0.8,0.8,0.6,1.4,23,84,11,0.00,0.16,0.16,0.00,0.16,0.06,0.05,0.11,0.06,0.11,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
126,Leandro Antonetti,pr PUR,FW,Sevilla,es La Liga,22-055,2003,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.22,0.00,0.22,Matches
127,Michail Antonio,jm JAM,FW,West Ham,eng Premier League,34-346,1990,14,11,836,9.3,1,1,2,1,0,0,1,0,2.2,2.2,1.6,3.8,29,18,59,0.11,0.11,0.22,0.11,0.22,0.24,0.17,0.41,0.24,0.41,Matches
128,Antoniu,es ESP,"MF,FW",Espanyol,es La Liga,22-185,2002,14,6,484,5.4,0,1,1,0,0,0,3,0,0.6,0.6,1.0,1.6,17,11,34,0.00,0.19,0.19,0.00,0.19,0.11,0.18,0.29,0.11,0.29,Matches
129,Antony,br BRA,"DF,MF",Manchester Utd,eng Premier League,25-013,2000,8,0,141,1.6,0,0,0,0,0,0,0,0,1.0,1.0,0.1,1.1,5,6,7,0.00,0.00,0.00,0.00,0.00,0.65,0.08,0.73,0.65,0.73,Matches
130,Antony,br BRA,FW,Betis,es La Liga,25-013,2000,5,5,411,4.6,2,2,4,2,0,0,1,1,0.7,0.7,1.3,1.9,15,21,38,0.44,0.44,0.88,0.44,0.88,0.14,0.27,0.42,0.14,0.42,Matches
131,Anuar,ma MAR,"FW,MF",Valladolid,es La Liga,30-053,1995,17,14,1212,13.5,2,0,2,2,0,0,5,0,1.4,1.4,0.5,1.9,16,19,41,0.15,0.00,0.15,0.15,0.15,0.11,0.04,0.14,0.11,0.14,Matches
132,Dennis Appiah,fr FRA,DF,Saint-Étienne,fr Ligue 1,32-273,1992,21,16,1587,17.6,0,1,1,0,0,0,1,0,0.1,0.1,2.0,2.1,38,67,75,0.00,0.06,0.06,0.00,0.06,0.01,0.11,0.12,0.01,0.12,Matches
133,Aritz Arambarri,es ESP,DF,Leganés,es La Liga,27-037,1998,2,2,177,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
134,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,29-160,1995,24,20,1717,19.1,6,0,6,3,3,3,8,0,5.0,2.6,0.3,2.9,9,49,24,0.31,0.00,0.31,0.16,0.16,0.26,0.02,0.28,0.14,0.15,Matches
135,Jon Aramburu,ve VEN,DF,Real Sociedad,es La Liga,22-229,2002,23,21,1768,19.6,0,1,1,0,0,0,7,0,0.4,0.4,0.9,1.2,20,75,33,0.00,0.05,0.05,0.00,0.05,0.02,0.04,0.06,0.02,0.06,Matches
136,Julian Araujo,mx MEX,DF,Bournemouth,eng Premier League,23-208,2001,8,5,355,3.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,14,11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
137,Ronald Araújo,uy URU,DF,Barcelona,es La Liga,26-002,1999,4,4,231,2.6,1,1,2,1,0,0,1,0,0.4,0.4,0.3,0.7,2,17,2,0.39,0.39,0.78,0.39,0.78,0.15,0.12,0.27,0.15,0.27,Matches
138,Cameron Archer,eng ENG,FW,Southampton,eng Premier League,23-231,2001,25,11,1159,12.9,2,0,2,2,0,1,0,0,4.9,4.1,0.3,4.4,16,12,52,0.16,0.00,0.16,0.16,0.16,0.38,0.03,0.41,0.32,0.34,Matches
139,Carlens Arcus,ht HAI,DF,Angers,fr Ligue 1,28-254,1996,20,18,1479,16.4,0,1,1,0,0,0,2,0,0.0,0.0,1.2,1.2,28,47,53,0.00,0.06,0.06,0.00,0.06,0.00,0.07,0.07,0.00,0.07,Matches
140,Alphonse Areola,fr FRA,GK,West Ham,eng Premier League,32-010,1993,16,15,1360,15.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
141,Adu Ares,es ESP,FW,Athletic Club,es La Liga,23-148,2001,1,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
142,Jesús Areso,es ESP,DF,Osasuna,es La Liga,25-250,1999,24,23,2031,22.6,0,2,2,0,0,0,5,0,0.1,0.1,1.8,1.9,70,78,140,0.00,0.09,0.09,0.00,0.09,0.01,0.08,0.08,0.01,0.08,Matches
143,David Argüelles,es ESP,MF,Getafe,es La Liga,23-067,2002,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
144,Joe Aribo,ng NGA,"MF,DF",Southampton,eng Premier League,28-231,1996,27,18,1737,19.3,3,0,3,3,0,0,1,0,2.6,2.6,1.5,4.0,32,63,57,0.16,0.00,0.16,0.16,0.16,0.13,0.08,0.21,0.13,0.21,Matches
145,Adam Armstrong,eng ENG,"FW,MF",Southampton,eng Premier League,28-027,1997,20,15,1248,13.9,2,2,4,2,0,1,4,0,3.3,2.3,1.2,3.5,25,21,79,0.14,0.14,0.29,0.14,0.29,0.24,0.09,0.32,0.17,0.25,Matches
146,Harrison Armstrong,eng ENG,MF,Everton,eng Premier League,18-049,2007,3,0,48,0.5,0,0,0,0,0,0,1,0,0.4,0.4,0.1,0.4,1,1,0,0.00,0.00,0.00,0.00,0.00,0.69,0.14,0.82,0.69,0.82,Matches
147,José Arnaiz,es ESP,"FW,MF",Osasuna,es La Liga,29-328,1995,8,0,54,0.6,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,4,3,11,0.00,0.00,0.00,0.00,0.00,0.33,0.15,0.48,0.33,0.48,Matches
148,Hákon Arnar Haraldsson,is ISL,"MF,FW",Lille,fr Ligue 1,21-333,2003,17,13,1137,12.6,4,2,6,4,0,0,2,0,2.7,2.7,1.5,4.3,32,67,97,0.32,0.16,0.47,0.32,0.47,0.22,0.12,0.34,0.22,0.34,Matches
149,Marko Arnautović,at AUT,FW,Inter,it Serie A,35-324,1989,10,1,239,2.7,2,1,3,2,0,0,1,0,1.9,1.9,0.5,2.4,2,7,35,0.75,0.38,1.13,0.75,1.13,0.72,0.18,0.89,0.72,0.89,Matches
150,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,30-286,1994,21,20,1791,19.9,2,4,6,2,0,0,7,0,0.7,0.7,2.2,2.9,6,97,9,0.10,0.20,0.30,0.10,0.30,0.04,0.11,0.15,0.04,0.15,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
151,Jann-Fiete Arp,de GER,"FW,MF",Holstein Kiel,de Bundesliga,25-062,2000,19,3,643,7.1,2,0,2,1,1,2,5,1,3.2,1.7,0.9,2.6,12,19,56,0.28,0.00,0.28,0.14,0.14,0.45,0.13,0.58,0.23,0.36,Matches
152,Sergio Arribas,es ESP,DF,Betis,es La Liga,22-027,2003,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
153,Kepa Arrizabalaga,es ESP,GK,Bournemouth,eng Premier League,30-157,1994,20,20,1800,20.0,0,0,0,0,0,0,3,0,0.1,0.1,0.0,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
154,Arthur,br BRA,"DF,FW",Leverkusen,de Bundesliga,21-357,2003,12,6,495,5.5,0,1,1,0,0,0,0,0,0.0,0.0,0.4,0.4,8,14,42,0.00,0.18,0.18,0.00,0.18,0.00,0.07,0.07,0.00,0.07,Matches
155,Takuma Asano,jp JPN,"FW,MF",Mallorca,es La Liga,30-119,1994,15,8,687,7.6,1,0,1,1,0,0,0,0,1.5,1.5,0.1,1.6,22,11,46,0.13,0.00,0.13,0.13,0.13,0.19,0.02,0.21,0.19,0.21,Matches
156,Raúl Asencio,es ESP,DF,Real Madrid,es La Liga,22-024,2003,13,8,859,9.5,0,1,1,0,0,0,0,0,0.0,0.0,0.4,0.5,3,11,4,0.00,0.10,0.10,0.00,0.10,0.00,0.05,0.05,0.00,0.05,Matches
157,Marco Asensio,es ESP,"MF,FW",Aston Villa,eng Premier League,29-047,1996,4,2,207,2.3,2,0,2,2,0,0,0,0,1.4,1.4,0.2,1.6,10,16,7,0.87,0.00,0.87,0.87,0.87,0.62,0.09,0.71,0.62,0.71,Matches
158,Marco Asensio,es ESP,"FW,MF",Paris S-G,fr Ligue 1,29-047,1996,12,8,618,6.9,2,4,6,2,0,0,0,0,5.6,5.6,2.7,8.3,19,36,49,0.29,0.58,0.87,0.29,0.87,0.82,0.39,1.21,0.82,1.21,Matches
159,Kristjan Asllani,al ALB,MF,Inter,it Serie A,23-000,2002,15,6,603,6.7,0,2,2,0,0,0,3,0,0.8,0.8,1.6,2.4,7,43,17,0.00,0.30,0.30,0.00,0.30,0.12,0.24,0.36,0.12,0.36,Matches
160,Iago Aspas,es ESP,"FW,MF",Celta Vigo,es La Liga,37-220,1987,20,14,1326,14.7,8,3,11,4,4,5,4,1,7.3,3.4,2.9,6.3,40,101,105,0.54,0.20,0.75,0.27,0.48,0.50,0.20,0.69,0.23,0.43,Matches
161,Yaser Asprilla,co COL,"FW,MF",Girona,es La Liga,21-110,2003,17,9,873,9.7,2,0,2,2,0,0,2,0,1.3,1.3,1.3,2.6,43,60,96,0.21,0.00,0.21,0.21,0.21,0.14,0.13,0.27,0.14,0.27,Matches
162,Lorenz Assignon,tg TOG,"DF,MF",Rennes,fr Ligue 1,24-260,2000,23,19,1641,18.2,2,4,6,2,0,0,6,0,0.8,0.8,3.2,4.0,71,77,145,0.11,0.22,0.33,0.11,0.33,0.04,0.18,0.22,0.04,0.22,Matches
163,Dehmaine Assoumani,fr FRA,"MF,FW",Nantes,fr Ligue 1,19-326,2005,9,0,81,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.9,1.0,4,1,14,0.00,0.00,0.00,0.00,0.00,0.10,0.96,1.06,0.10,1.06,Matches
164,Valentin Atangana Edoa,fr FRA,MF,Reims,fr Ligue 1,19-196,2005,24,23,1958,21.8,0,0,0,0,0,0,6,0,0.8,0.8,0.4,1.3,31,72,22,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06,Matches
165,Arthur Atta,fr FRA,"MF,FW",Udinese,it Serie A,22-054,2003,17,3,491,5.5,0,1,1,0,0,0,2,0,0.6,0.6,0.6,1.3,10,23,34,0.00,0.18,0.18,0.00,0.18,0.11,0.12,0.23,0.11,0.23,Matches
166,Noah Atubolu,de GER,GK,Freiburg,de Bundesliga,22-288,2002,22,22,1980,22.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
167,Emil Audero,it ITA,GK,Como,it Serie A,28-050,1997,8,8,720,8.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
168,Tommaso Augello,it ITA,"DF,FW",Cagliari,it Serie A,30-191,1994,28,21,1907,21.2,0,4,4,0,0,0,2,0,0.2,0.2,3.7,3.9,47,83,89,0.00,0.19,0.19,0.00,0.19,0.01,0.17,0.19,0.01,0.19,Matches
169,Carlos Augusto,br BRA,"DF,FW",Inter,it Serie A,26-061,1999,19,7,948,10.5,2,1,3,2,0,0,0,0,1.1,1.1,0.8,1.9,14,39,55,0.19,0.09,0.28,0.19,0.28,0.10,0.08,0.18,0.10,0.18,Matches
170,Yann Aurel Bisseck,de GER,DF,Inter,it Serie A,24-100,2000,17,11,1069,11.9,1,2,3,1,0,0,3,0,1.6,1.6,0.6,2.2,23,61,30,0.08,0.17,0.25,0.08,0.25,0.14,0.05,0.19,0.14,0.19,Matches
171,Brandon Austin,eng ENG,GK,Tottenham,eng Premier League,26-060,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
172,Ezequiel Ávila,ar ARG,FW,Betis,es La Liga,31-031,1994,18,6,632,7.0,2,0,2,2,0,0,5,1,1.5,1.5,1.0,2.5,12,18,46,0.28,0.00,0.28,0.28,0.28,0.22,0.14,0.36,0.22,0.36,Matches
173,Taiwo Awoniyi,ng NGA,FW,Nott'ham Forest,eng Premier League,27-209,1997,21,2,267,3.0,1,0,1,1,0,0,0,0,2.0,2.0,0.1,2.1,5,6,15,0.34,0.00,0.34,0.34,0.34,0.68,0.04,0.71,0.68,0.71,Matches
174,Yasin Ayari,se SWE,MF,Brighton,eng Premier League,21-154,2003,24,16,1427,15.9,0,1,1,0,0,0,3,0,1.5,1.5,2.1,3.6,20,53,53,0.00,0.06,0.06,0.00,0.06,0.09,0.13,0.22,0.09,0.22,Matches
175,Florian Ayé,fr FRA,FW,Auxerre,fr Ligue 1,28-049,1997,17,4,403,4.5,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,3,4,22,0.00,0.00,0.00,0.00,0.00,0.09,0.01,0.11,0.09,0.11,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
176,André Ayew,gh GHA,FW,Le Havre,fr Ligue 1,35-082,1989,17,10,973,10.8,4,1,5,4,0,0,2,0,2.9,2.9,0.0,3.0,3,13,24,0.37,0.09,0.46,0.37,0.46,0.27,0.00,0.27,0.27,0.27,Matches
177,Jordan Ayew,gh GHA,"FW,MF",Crystal Palace,eng Premier League,33-179,1991,1,0,21,0.2,0,0,0,0,0,0,1,0,0.5,0.5,0.0,0.5,0,0,1,0.00,0.00,0.00,0.00,0.00,1.96,0.21,2.17,1.96,2.17,Matches
178,Jordan Ayew,gh GHA,"FW,MF",Leicester City,eng Premier League,33-179,1991,23,15,1298,14.4,4,0,4,3,1,1,5,0,2.8,2.0,0.8,2.8,36,28,66,0.28,0.00,0.28,0.21,0.21,0.20,0.05,0.25,0.14,0.20,Matches
179,Neil El Aynaoui,fr FRA,MF,Lens,fr Ligue 1,23-250,2001,16,9,907,10.1,4,0,4,2,2,2,2,0,2.5,0.9,1.0,2.0,9,47,17,0.40,0.00,0.40,0.20,0.20,0.25,0.10,0.35,0.09,0.20,Matches
180,Ayman Azhil,ma MAR,MF,Dortmund,de Bundesliga,23-333,2001,1,0,24,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
181,Adam Aznou,ma MAR,"DF,MF",Valladolid,es La Liga,18-280,2006,4,3,238,2.6,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,5,8,14,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches
182,Adam Aznou,ma MAR,DF,Bayern Munich,de Bundesliga,18-280,2006,2,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
183,César Azpilicueta,es ESP,DF,Atlético Madrid,es La Liga,35-193,1989,8,7,570,6.3,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,8,45,8,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches
184,Paulo Azzi,br BRA,DF,Cagliari,it Serie A,30-237,1994,6,5,426,4.7,0,0,0,0,0,0,2,0,0.5,0.5,0.9,1.4,15,13,26,0.00,0.00,0.00,0.00,0.00,0.11,0.19,0.30,0.11,0.30,Matches
185,Oussama El Azzouzi,ma MAR,MF,Bologna,it Serie A,23-284,2001,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
186,Papa Ba,es ESP,MF,Girona,es La Liga,20-178,2004,1,0,48,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,2,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,Matches
